Symbol,Name,year,profit,oper_income,net_income
A003480,한진중공업홀딩스,2019,13.30,4.38,3.46
A200880,서연이화,2018,9.31,0.65,-0.44
A200880,서연이화,2019,10.56,1.11,-2.45
A001750,한양증권,2018,26.40,2.74,2.27
A001750,한양증권,2019,35.15,9.53,7.14
A008040,사조동아원,2018,14.08,6.01,3.81
A008040,사조동아원,2019,11.01,3.02,0.22
A006380,카프로,2018,5.19,2.70,1.73
A006380,카프로,2019,-7.66,-10.76,-18.81
A009470,삼화전기,2018,14.20,3.44,3.44
A009470,삼화전기,2019,14.39,2.62,1.83
A009460,한창제지,2018,15.61,5.83,4.81
A009460,한창제지,2019,14.89,5.98,4.07
A020760,일진디스플,2018,7.10,0.09,0.80
A020760,일진디스플,2019,-14.95,-32.18,-31.78
A012160,영흥,2018,9.99,-0.87,-2.65
A012160,영흥,2019,10.54,1.72,0.54
A130660,한전산업,2018,12.64,5.60,4.58
A130660,한전산업,2019,12.59,6.87,5.52
A003830,대한화섬,2018,7.41,2.06,41.10
A003830,대한화섬,2019,9.89,4.27,19.71
A004560,현대비앤지스틸,2018,9.59,4.92,2.73
A004560,현대비앤지스틸,2019,10.02,4.98,2.97
A210540,디와이파워,2018,13.58,9.28,6.61
A210540,디와이파워,2019,15.46,7.55,5.56
A035150,백산,2018,18.69,6.66,4.63
A035150,백산,2019,19.67,6.83,1.33
A012600,센트럴인사이트,2018,8.89,-16.76,4.09
A012600,센트럴인사이트,2019,7.19,-11.80,-28.73
A009070,KCTC,2018,13.85,3.74,1.82
A009070,KCTC,2019,14.48,4.26,1.84
A011500,한농화성,2018,7.35,2.54,2.63
A011500,한농화성,2019,10.80,5.84,4.87
A067830,세이브존I&C,2018,58.78,19.50,14.62
A067830,세이브존I&C,2019,59.29,18.55,13.98
A009270,신원,2018,27.65,0.24,-1.02
A009270,신원,2019,26.10,1.33,0.08
A071970,STX중공업,2018,0.20,-6.80,-48.20
A071970,STX중공업,2019,5.26,-4.21,-13.71
A013570,디와이,2018,11.12,5.20,2.54
A013570,디와이,2019,12.25,5.16,3.75
A004080,신흥,2018,24.23,0.91,2.51
A004080,신흥,2019,24.99,2.44,1.66
A014710,사조씨푸드,2018,8.22,4.32,3.18
A014710,사조씨푸드,2019,7.19,2.79,-1.62
A014530,극동유화,2018,5.48,2.23,1.96
A014530,극동유화,2019,5.72,2.09,1.79
A134790,시디즈,2018,17.79,3.05,2.85
A134790,시디즈,2019,20.15,4.48,4.05
A000890,보해양조,2018,27.85,-13.39,-33.99
A000890,보해양조,2019,15.31,-14.54,-19.32
A078000,텔코웨어,2018,41.53,14.31,15.05
A078000,텔코웨어,2019,33.56,8.05,10.25
A012800,대창,2018,5.31,1.82,1.31
A012800,대창,2019,5.24,1.89,0.52
A005360,모나미,2018,35.83,5.12,0.56
A005360,모나미,2019,34.57,1.39,-1.27
A004250,NPC,2018,13.45,3.60,2.86
A004250,NPC,2019,14.07,4.37,3.16
A100840,S&TC,2018,14.88,-1.36,1.31
A100840,S&TC,2019,16.73,8.19,7.24
A014280,금강공업,2018,18.03,4.46,2.62
A014280,금강공업,2019,15.58,0.48,-0.90
A000860,강남제비스코,2018,12.33,0.55,12.65
A000860,강남제비스코,2019,12.27,-0.59,5.24
A034590,인천도시가스,2018,12.34,3.07,2.76
A034590,인천도시가스,2019,12.08,2.09,1.87
A267290,경동도시가스,2018,7.84,2.66,2.13
A267290,경동도시가스,2019,7.91,1.97,1.73
A103590,일진전기,2018,8.98,0.72,-1.97
A103590,일진전기,2019,9.41,1.71,0.54
A009440,KC그린홀딩스,2018,19.68,2.48,3.51
A009440,KC그린홀딩스,2019,19.81,3.08,2.05
A003650,미창석유,2018,8.06,3.98,3.39
A003650,미창석유,2019,9.33,5.40,5.48
A006220,제주은행,2018,54.25,15.93,12.22
A006220,제주은행,2019,48.97,15.47,11.62
A053690,한미글로벌,2018,34.17,5.29,3.44
A053690,한미글로벌,2019,29.44,8.28,7.94
A092440,기신정기,2018,19.01,8.65,12.66
A092440,기신정기,2019,18.60,7.43,6.97
A031820,콤텍시스템,2018,14.43,2.53,5.24
A031820,콤텍시스템,2019,12.58,1.28,0.44
A264900,크라운제과,2018,36.56,5.21,3.52
A264900,크라운제과,2019,36.24,6.86,4.90
A000230,일동홀딩스,2018,42.54,0.04,-8.14
A000230,일동홀딩스,2019,39.60,-8.86,-13.67
A014580,태경비케이,2018,19.49,4.14,2.62
A014580,태경비케이,2019,20.40,2.08,5.26
A145210,세화아이엠씨,2018,5.25,-22.35,-36.39
A145210,세화아이엠씨,2019,9.72,-10.57,-5.58
A001290,상상인증권,2018,29.73,-33.36,-27.40
A001290,상상인증권,2019,48.48,-15.81,-23.50
A001140,국보,2018,5.05,-7.40,-5.59
A001140,국보,2019,19.91,-1.09,-8.68
A009190,대양금속,2018,6.61,4.56,3.37
A009190,대양금속,2019,4.93,2.14,2.29
A012200,계양전기,2018,19.04,2.39,2.61
A012200,계양전기,2019,16.72,0.86,0.03
A227840,현대코퍼레이션홀딩스,2018,14.30,4.77,2.26
A227840,현대코퍼레이션홀딩스,2019,14.87,5.05,5.28
A010960,삼호개발,2018,12.43,8.17,6.91
A010960,삼호개발,2019,10.27,6.46,5.90
A015230,대창단조,2018,10.63,4.34,3.90
A015230,대창단조,2019,14.12,6.74,5.63
A010820,퍼스텍,2018,-10.22,-16.85,-27.14
A010820,퍼스텍,2019,1.49,-3.69,-8.30
A007280,한국특수형강,2018,4.94,1.24,-1.57
A007280,한국특수형강,2019,1.82,-2.11,-5.71
A006370,대구백화점,2018,100.00,-15.35,-24.69
A006370,대구백화점,2019,100.00,-14.03,-18.98
A032560,황금에스티,2018,18.67,9.81,7.06
A032560,황금에스티,2019,17.44,7.71,12.99
A009200,무림페이퍼,2018,18.57,11.19,5.55
A009200,무림페이퍼,2019,13.73,6.12,-0.61
A000220,유유제약,2018,48.90,6.41,5.19
A000220,유유제약,2019,51.29,8.89,6.12
A010600,웰바이오텍,2018,4.55,-11.43,-22.06
A010600,웰바이오텍,2019,10.78,-13.60,-19.75
A001260,남광토건,2018,15.78,7.09,3.64
A001260,남광토건,2019,9.50,2.04,1.64
A023000,삼원강재,2018,8.23,4.58,4.16
A023000,삼원강재,2019,7.77,4.01,3.87
A129260,인터지스,2018,6.80,1.91,-2.87
A129260,인터지스,2019,7.27,1.36,-9.21
A008250,이건산업,2018,14.59,6.98,1.92
A008250,이건산업,2019,12.48,3.44,0.36
A013700,까뮤이앤씨,2018,10.14,3.48,1.50
A013700,까뮤이앤씨,2019,9.97,5.24,4.76
A000910,유니온,2018,12.86,-0.34,-28.90
A000910,유니온,2019,18.39,5.13,-5.95
A194370,제이에스코퍼레이션,2018,19.94,2.18,2.85
A194370,제이에스코퍼레이션,2019,19.04,4.39,3.25
A019440,세아특수강,2018,6.58,2.72,1.53
A019440,세아특수강,2019,6.59,2.71,1.53
A006110,삼아알미늄,2018,9.22,3.23,1.62
A006110,삼아알미늄,2019,9.66,3.37,2.59
A000650,천일고속,2018,11.74,-3.98,-0.37
A000650,천일고속,2019,13.77,0.94,1.21
A001550,조비,2018,24.65,3.13,0.54
A001550,조비,2019,20.86,1.36,-0.18
A014990,인디에프,2018,52.46,1.02,0.11
A014990,인디에프,2019,50.72,-0.78,-1.60
A010690,화신,2018,4.26,-1.96,-5.31
A010690,화신,2019,6.34,0.17,0.57
A105840,우진,2018,21.38,-1.16,-7.67
A105840,우진,2019,20.09,-2.21,-15.74
A027970,세하,2018,16.18,5.66,3.00
A027970,세하,2019,17.34,7.94,6.32
A025620,제이준코스메틱,2018,48.26,5.41,-1.10
A025620,제이준코스메틱,2019,14.87,-98.85,-169.63
A006740,영풍제지,2018,23.95,16.26,12.88
A006740,영풍제지,2019,19.38,10.91,9.31
A002140,고려산업,2018,19.02,3.67,2.34
A002140,고려산업,2019,16.79,3.02,2.46
A002600,조흥,2018,13.17,6.76,4.78
A002600,조흥,2019,12.29,6.33,4.02
A058850,KTcs,2018,100.00,1.23,1.12
A058850,KTcs,2019,100.00,1.20,0.80
A026940,부국철강,2018,3.81,0.65,1.46
A026940,부국철강,2019,3.55,0.24,1.39
A030790,비케이탑스,2018,-5.56,-28.31,-16.60
A030790,비케이탑스,2019,-0.03,-25.23,-74.78
A001380,SG충방,2018,10.39,3.85,2.42
A001380,SG충방,2019,10.32,3.07,0.60
A006980,우성사료,2018,15.90,-1.43,-1.46
A006980,우성사료,2019,15.88,-1.05,3.48
A000300,대유플러스,2018,14.64,7.22,3.80
A000300,대유플러스,2019,15.91,7.47,4.87
A000040,KR모터스,2018,-1.73,-44.46,-66.85
A000040,KR모터스,2019,-0.74,-18.59,-30.96
A155660,DSR,2018,11.67,4.20,3.40
A155660,DSR,2019,12.47,4.51,3.72
A002880,대유에이텍,2018,15.08,0.60,-3.63
A002880,대유에이텍,2019,15.74,2.44,1.39
A005750,대림B&Co,2018,20.16,2.98,1.59
A005750,대림B&Co,2019,20.57,1.75,0.86
A011330,유니켐,2018,24.40,15.75,14.00
A011330,유니켐,2019,23.57,16.48,14.88
A016740,두올,2018,16.88,6.35,3.08
A016740,두올,2019,16.81,5.93,2.81
A000500,가온전선,2018,4.22,0.62,0.01
A000500,가온전선,2019,4.70,0.86,0.66
A058430,포스코강판,2018,5.91,1.89,1.15
A058430,포스코강판,2019,5.30,1.09,0.28
A034300,신세계건설,2018,7.45,2.02,3.97
A034300,신세계건설,2019,9.23,2.39,1.72
A002070,비비안,2018,57.74,-2.14,-2.73
A002070,비비안,2019,57.09,-0.23,-1.22
A007980,태평양물산,2018,16.56,3.35,1.07
A007980,태평양물산,2019,17.76,4.45,1.16
A058860,KTis,2018,100.00,2.00,1.75
A058860,KTis,2019,100.00,3.05,2.04
A005800,신영와코루,2018,59.21,0.44,1.58
A005800,신영와코루,2019,59.95,0.81,2.16
A002360,SH에너지화학,2018,6.68,1.14,1.11
A002360,SH에너지화학,2019,4.73,-2.22,-2.19
A093240,형지엘리트,2018,37.69,-0.73,-3.73
A093240,형지엘리트,2019,33.74,-2.56,-6.21
A017040,광명전기,2018,9.26,2.53,2.41
A017040,광명전기,2019,11.24,6.06,5.40
A013000,세우글로벌,2018,10.10,1.46,1.64
A013000,세우글로벌,2019,13.83,4.14,0.30
A006090,사조오양,2018,10.90,4.22,2.69
A006090,사조오양,2019,14.03,7.21,4.21
A035000,지투알,2018,31.55,4.72,2.84
A035000,지투알,2019,30.78,4.04,2.81
A007590,동방아그로,2018,28.82,5.64,5.08
A007590,동방아그로,2019,28.79,6.26,5.19
A002870,신풍제지,2018,16.08,7.89,5.62
A002870,신풍제지,2019,15.67,7.24,12.46
A004870,티웨이홀딩스,2018,14.73,5.87,4.59
A004870,티웨이홀딩스,2019,6.49,-2.91,-5.83
A100220,비상교육,2018,47.45,6.38,1.44
A100220,비상교육,2019,51.86,11.00,5.60
A003080,성보화학,2018,27.15,0.59,12.39
A003080,성보화학,2019,20.23,-10.40,-6.85
A085310,엔케이,2018,-1.08,-21.42,-27.06
A085310,엔케이,2019,10.48,-6.03,-24.54
A004450,삼화왕관,2018,19.43,10.03,9.11
A004450,삼화왕관,2019,19.32,7.84,7.20
A005870,휴니드,2018,17.36,11.46,10.14
A005870,휴니드,2019,13.63,4.50,4.09
A005190,동성화학,2018,15.47,3.54,2.80
A005190,동성화학,2019,26.04,12.59,6.75
A058730,다스코,2018,16.98,8.07,7.54
A058730,다스코,2019,14.04,1.42,0.87
A002710,TCC스틸,2018,8.54,4.13,2.36
A002710,TCC스틸,2019,7.22,2.94,1.15
A009310,참엔지니어링,2018,29.95,6.75,6.93
A009310,참엔지니어링,2019,24.54,-12.12,-14.67
A008600,윌비스,2018,18.77,1.23,-2.38
A008600,윌비스,2019,10.22,-7.32,-13.53
A002200,한국수출포장,2018,17.75,8.23,6.17
A002200,한국수출포장,2019,17.46,7.10,6.64
A016880,웅진,2018,9.46,-16.45,-37.05
A016880,웅진,2019,45.73,9.17,-27.82
A003610,방림,2018,12.63,1.32,2.12
A003610,방림,2019,15.00,1.60,4.36
A016090,대현,2018,56.63,6.25,5.22
A016090,대현,2019,56.64,6.76,5.55
A021820,세원정공,2018,-2.62,-9.58,-6.28
A021820,세원정공,2019,-6.65,-13.71,-9.63
A004140,동방,2018,11.00,2.69,3.00
A004140,동방,2019,11.10,3.31,-1.37
A014440,영보화학,2018,22.28,5.03,3.93
A014440,영보화학,2019,23.90,6.44,3.62
A092780,동양피스톤,2018,12.96,5.25,3.53
A092780,동양피스톤,2019,12.91,5.08,2.74
A075180,새론오토모티브,2018,14.79,5.70,4.41
A075180,새론오토모티브,2019,6.80,-2.50,-5.45
A133820,화인베스틸,2018,10.42,4.32,1.36
A133820,화인베스틸,2019,3.86,-2.10,-5.56
A005110,한창,2018,18.57,5.66,1.57
A005110,한창,2019,27.41,10.67,-2.62
A015540,쎌마테라퓨틱스,2018,1.07,-21.90,-27.68
A015540,쎌마테라퓨틱스,2019,3.20,-164.58,-319.59
A084670,동양고속,2018,10.88,3.44,1.03
A084670,동양고속,2019,14.20,7.10,23.31
A010040,한국내화,2018,13.84,4.79,2.98
A010040,한국내화,2019,13.01,4.01,1.91
A002920,유성기업,2018,4.65,0.73,2.06
A002920,유성기업,2019,8.68,4.72,7.97
A090370,메타랩스,2018,40.20,-18.48,-29.58
A090370,메타랩스,2019,33.48,-2.32,-29.19
A009770,삼정펄프,2018,3.06,-3.16,-0.13
A009770,삼정펄프,2019,10.08,4.56,3.18
A003720,삼영화학,2018,6.00,-6.09,-7.59
A003720,삼영화학,2019,10.25,-0.81,-1.70
A006340,대원전선,2018,3.34,1.01,0.29
A006340,대원전선,2019,3.46,0.25,-0.20
A011690,유양디앤유,2018,-5.17,-20.21,-32.91
A011690,유양디앤유,2019,6.69,-4.71,-8.77
A001560,제일연마,2018,19.25,6.59,6.32
A001560,제일연마,2019,21.27,8.54,7.91
A014130,한익스프레스,2018,2.99,1.68,0.93
A014130,한익스프레스,2019,3.59,2.07,1.00
A000850,화천기공,2018,17.33,3.97,5.87
A000850,화천기공,2019,18.16,3.33,3.61
A069730,DSR제강,2018,9.56,3.37,3.99
A069730,DSR제강,2019,9.23,2.72,3.53
A003010,혜인,2018,16.13,2.85,-0.35
A003010,혜인,2019,15.33,4.52,1.63
A111110,호전실업,2018,17.62,3.43,1.47
A111110,호전실업,2019,20.50,6.24,0.89
A008260,NI스틸,2018,18.88,10.94,6.77
A008260,NI스틸,2019,15.80,8.16,4.33
A000590,CS홀딩스,2018,23.28,10.87,10.32
A000590,CS홀딩스,2019,24.52,12.61,12.30
A004910,조광페인트,2018,14.90,0.06,-1.86
A004910,조광페인트,2019,14.91,-0.18,-1.14
A001080,만호제강,2018,8.16,0.92,1.24
A001080,만호제강,2019,7.17,-0.65,0.51
A012320,경동인베스트,2018,25.04,17.03,13.37
A012320,경동인베스트,2019,17.82,8.08,3.26
A010100,한국프랜지,2018,6.05,0.25,-0.13
A010100,한국프랜지,2019,7.06,1.56,1.14
A024890,대원화성,2018,17.59,4.53,2.32
A024890,대원화성,2019,19.88,5.03,3.22
A017370,우신시스템,2018,7.36,-0.37,-1.33
A017370,우신시스템,2019,9.24,0.44,1.77
A044380,주연테크,2018,21.29,-3.39,-11.43
A044380,주연테크,2019,9.35,-5.44,-6.78
A010660,화천기계,2018,9.27,-1.73,-0.37
A010660,화천기계,2019,5.75,-5.82,-3.84
A006570,대림통상,2018,11.49,-0.52,-0.61
A006570,대림통상,2019,12.80,-1.35,-6.38
A009180,한솔로지스틱스,2018,6.51,0.90,0.33
A009180,한솔로지스틱스,2019,8.20,2.07,1.28
A090080,평화산업,2018,1.33,-4.78,-13.12
A090080,평화산업,2019,4.61,-0.65,-2.04
A023150,MH에탄올,2018,26.47,1.69,-16.53
A023150,MH에탄올,2019,32.96,9.68,-9.34
A001020,페이퍼코리아,2018,8.95,0.53,-9.23
A001020,페이퍼코리아,2019,11.95,-0.49,-10.48
A004090,한국석유,2018,9.91,1.72,0.89
A004090,한국석유,2019,10.64,1.27,-1.58
A011090,에넥스,2018,9.28,0.20,0.26
A011090,에넥스,2019,8.58,-0.78,-1.04
A024900,덕양산업,2018,1.73,0.28,-0.17
A024900,덕양산업,2019,1.03,-0.63,-1.45
A041650,상신브레이크,2018,22.49,5.47,2.62
A041650,상신브레이크,2019,22.06,4.00,1.40
A069460,대호에이엘,2018,4.43,1.66,0.58
A069460,대호에이엘,2019,2.89,-0.81,-2.98
A008870,금비,2018,22.31,6.45,5.16
A008870,금비,2019,21.79,6.17,5.27
A003780,진양산업,2018,14.29,5.09,4.06
A003780,진양산업,2019,24.56,14.78,11.03
A025820,이구산업,2018,2.34,-0.05,-1.16
A025820,이구산업,2019,2.53,0.31,-1.60
A010400,우진아이엔에스,2018,17.41,13.52,10.86
A010400,우진아이엔에스,2019,5.84,0.82,1.98
A033250,체시스,2018,6.48,-0.47,-2.74
A033250,체시스,2019,4.85,-2.70,-6.65
A002820,선창산업,2018,8.22,-0.89,-1.64
A002820,선창산업,2019,7.05,-4.11,-8.77
A051630,진양화학,2018,10.47,-1.18,-0.67
A051630,진양화학,2019,5.09,-6.17,-4.71
A072130,유엔젤,2018,46.60,8.99,5.49
A072130,유엔젤,2019,41.26,-8.84,-19.39
A092200,디아이씨,2018,12.17,4.08,-1.26
A092200,디아이씨,2019,2.44,-5.95,-10.35
A008420,문배철강,2018,5.99,2.06,3.12
A008420,문배철강,2019,5.78,1.60,1.46
A005010,휴스틸,2018,7.77,3.05,2.92
A005010,휴스틸,2019,3.01,-2.41,-2.34
A012170,키위미디어그룹,2018,15.37,-72.73,-149.80
A012170,키위미디어그룹,2019,18.18,-34.54,-205.83
A003680,한성기업,2018,14.54,0.27,-0.92
A003680,한성기업,2019,14.62,-3.06,-6.43
A011700,한신기계,2018,21.22,9.02,6.28
A011700,한신기계,2019,17.20,4.11,3.06
A025560,미래산업,2018,-2.85,-33.16,-38.56
A025560,미래산업,2019,14.19,-20.49,-26.41
A006660,삼성공조,2018,9.17,-1.40,7.83
A006660,삼성공조,2019,7.28,-5.42,6.70
A004410,서울식품,2018,18.46,1.52,0.88
A004410,서울식품,2019,20.53,0.58,-3.23
A088790,진도,2018,44.29,6.09,4.66
A088790,진도,2019,39.68,-3.75,-3.51
A018470,조일알미늄,2018,0.74,-2.58,-3.28
A018470,조일알미늄,2019,-0.46,-3.90,-24.61
A013360,일성건설,2018,8.00,2.71,0.67
A013360,일성건설,2019,6.87,1.97,0.49
A007610,선도전기,2018,8.78,1.35,-0.98
A007610,선도전기,2019,7.34,-1.87,-2.41
A000950,전방,2018,-1.64,-5.84,-15.57
A000950,전방,2019,-15.76,-22.18,-29.28
A023810,인팩,2018,10.72,0.91,0.65
A023810,인팩,2019,12.31,-0.12,-1.35
A010770,평화홀딩스,2018,5.03,-4.47,-11.44
A010770,평화홀딩스,2019,8.27,-0.61,-3.75
A007630,폴루스바이오팜,2018,9.14,-94.02,-239.63
A007630,폴루스바이오팜,2019,8.84,-44.88,-139.79
A001210,금호전기,2018,5.56,-38.16,-32.90
A001210,금호전기,2019,26.98,-6.63,-52.81
A123700,SJM,2018,18.01,0.48,2.40
A123700,SJM,2019,21.30,4.09,4.80
A008110,대동전자,2018,18.54,-0.42,7.20
A008110,대동전자,2019,22.61,3.80,10.08
A006880,신송홀딩스,2018,8.83,-1.82,-8.52
A006880,신송홀딩스,2019,9.35,-0.12,-13.06
A007120,미래아이앤지,2018,23.72,-22.09,-168.25
A007120,미래아이앤지,2019,27.88,1.84,187.52
A023350,한국종합기술,2018,4.96,-3.27,-3.48
A023350,한국종합기술,2019,7.51,-0.96,-1.62
A005820,원림,2018,17.31,2.50,0.58
A005820,원림,2019,20.49,5.29,5.50
A025530,SJM홀딩스,2018,20.54,1.11,3.83
A025530,SJM홀딩스,2019,23.32,3.92,5.81
A030720,동원수산,2018,13.76,3.52,0.97
A030720,동원수산,2019,16.86,9.24,3.54
A049800,우진플라임,2018,19.76,-6.85,-7.91
A049800,우진플라임,2019,21.26,-4.58,-7.48
A019180,티에이치엔,2018,13.67,3.01,1.28
A019180,티에이치엔,2019,14.86,5.35,4.26
A000760,이화산업,2018,17.75,0.69,-2.39
A000760,이화산업,2019,18.05,-2.74,-7.71
A005030,부산주공,2018,5.15,-3.37,-10.46
A005030,부산주공,2019,4.29,-4.36,-10.55
A001620,케이비아이동국실업,2018,7.22,-1.87,-1.55
A001620,케이비아이동국실업,2019,7.27,-2.27,0.04
A084870,TBH글로벌,2018,55.83,-0.56,-27.61
A084870,TBH글로벌,2019,58.80,2.10,-36.72
A002220,한일철강,2018,3.86,-1.22,-4.87
A002220,한일철강,2019,2.33,-4.23,-6.29
A006200,한국전자홀딩스,2018,18.83,1.38,0.45
A006200,한국전자홀딩스,2019,13.57,-5.58,-10.96
A004100,태양금속,2018,11.54,1.60,-1.21
A004100,태양금속,2019,7.68,-3.74,-4.70
A109070,컨버즈,2018,-2.70,-13.77,-27.39
A109070,컨버즈,2019,3.70,-13.12,-34.85
A011420,갤럭시아에스엠,2018,-9.45,-30.36,-72.64
A011420,갤럭시아에스엠,2019,6.25,-1.59,-4.79
A069640,한세엠케이,2018,59.35,0.74,1.24
A069640,한세엠케이,2019,52.79,-7.77,-14.24
A014910,성문전자,2018,14.20,2.03,0.47
A014910,성문전자,2019,11.14,-4.33,-5.15
A009140,경인전자,2018,14.89,-9.43,-3.69
A009140,경인전자,2019,19.19,-12.11,1.83
A024070,WISCOM,2018,5.26,-0.31,0.94
A024070,WISCOM,2019,6.04,0.72,0.93
A002690,동일제강,2018,3.79,-0.22,0.11
A002690,동일제강,2019,4.80,0.77,0.88
A023960,에쓰씨엔지니어링,2018,11.69,-1.31,-4.67
A023960,에쓰씨엔지니어링,2019,14.77,1.20,-1.82
A071950,코아스,2018,26.71,1.13,-0.11
A071950,코아스,2019,28.35,2.73,1.88
A010640,진양폴리,2018,12.98,3.69,3.18
A010640,진양폴리,2019,19.48,8.84,21.51
A011230,삼화전자,2018,7.77,-7.57,-10.15
A011230,삼화전자,2019,14.48,-0.53,-7.71
A009810,엔케이물산,2018,5.41,-18.06,-216.28
A009810,엔케이물산,2019,4.44,-15.55,-37.33
A018500,동원금속,2018,9.50,-2.95,-4.96
A018500,동원금속,2019,16.67,4.41,3.58
A010420,한솔PNS,2018,9.08,2.02,1.44
A010420,한솔PNS,2019,9.15,1.70,1.35
A015260,에이엔피,2018,1.76,-4.38,-6.65
A015260,에이엔피,2019,0.22,-6.21,-5.89
A071090,하이스틸,2018,2.52,-3.05,-4.20
A071090,하이스틸,2019,5.62,0.52,0.01
A001420,태원물산,2018,7.00,0.21,1.63
A001420,태원물산,2019,6.53,0.31,2.46
A003280,흥아해운,2018,5.36,-11.11,-85.84
A003280,흥아해운,2019,5.54,-12.10,-50.27
A015020,이스타코,2018,12.80,-10.09,-19.66
A015020,이스타코,2019,31.46,16.51,45.99
A004920,씨아이테크,2018,38.90,-6.10,-9.38
A004920,씨아이테크,2019,31.76,-7.67,-11.20
A002420,세기상사,2018,8.57,-7.46,-6.68
A002420,세기상사,2019,4.28,-8.87,-18.29
A001770,신화실업,2018,9.58,4.44,3.11
A001770,신화실업,2019,7.04,1.37,1.30
A008500,일정실업,2018,1.92,-17.40,-14.31
A008500,일정실업,2019,-17.39,-41.05,-34.18
A011300,성안,2018,3.84,-4.85,-5.91
A011300,성안,2019,3.47,-6.01,-7.47
A010580,지코,2018,6.53,3.14,3.56
A010580,지코,2019,1.68,-5.74,-12.81
A019490,하이트론,2018,19.34,-2.40,1.76
A019490,하이트론,2019,-10.09,-44.05,-51.38
A025890,한국주강,2018,-15.07,-22.68,-25.86
A025890,한국주강,2019,-6.00,-13.52,-37.40
