Symbol,Name,year,profit,oper_income,net_income
A138250,엔에스쇼핑,2018,84.92,12.90,7.29
A138250,엔에스쇼핑,2019,83.14,5.77,-1.51
A071320,지역난방공사,2018,4.55,0.58,-9.11
A071320,지역난방공사,2019,6.11,1.78,-1.08
A034830,한국토지신탁,2018,90.90,68.53,62.00
A034830,한국토지신탁,2019,74.40,46.67,42.34
A003530,한화투자증권,2018,16.73,5.11,3.81
A003530,한화투자증권,2019,22.17,7.12,6.27
A010050,우리종금,2018,28.72,16.02,16.24
A010050,우리종금,2019,41.47,26.27,26.02
A017390,서울가스,2018,11.39,0.31,3.01
A017390,서울가스,2019,13.66,0.77,2.16
A093050,LF,2018,55.24,7.00,4.77
A093050,LF,2019,56.48,4.73,3.75
A249420,일동제약,2018,50.64,5.62,2.52
A249420,일동제약,2019,44.90,-0.27,-2.60
A027410,BGF,2018,54.44,13.36,21.40
A027410,BGF,2019,54.28,12.23,7.29
A002390,한독,2018,35.32,4.94,1.58
A002390,한독,2019,35.09,5.81,7.17
A053210,스카이라이프,2018,100.00,9.66,7.53
A053210,스카이라이프,2019,100.00,9.98,8.06
A322000,현대에너지솔루션,2018,12.54,4.11,5.46
A322000,현대에너지솔루션,2019,14.60,4.95,5.28
A005070,코스모신소재,2018,6.10,2.84,1.96
A005070,코스모신소재,2019,4.98,-1.48,-2.41
A006390,한일현대시멘트,2018,19.68,6.02,-8.64
A006390,한일현대시멘트,2019,21.97,9.17,10.76
A298000,효성화학,2018,10.26,5.82,1.83
A298000,효성화학,2019,13.44,8.49,4.85
A068400,SK렌터카,2018,100.00,3.35,0.51
A068400,SK렌터카,2019,100.00,6.48,2.54
A006060,화승인더,2018,15.27,5.19,2.33
A006060,화승인더,2019,17.31,7.96,5.67
A025860,남해화학,2018,8.40,1.37,0.67
A025860,남해화학,2019,9.06,1.29,1.35
A298690,에어부산,2018,10.01,3.14,3.11
A298690,에어부산,2019,1.78,-5.98,-11.51
A026890,디피씨,2018,27.64,8.44,7.36
A026890,디피씨,2019,32.82,8.48,6.71
A014830,유니드,2018,21.49,9.83,4.42
A014830,유니드,2019,21.80,9.68,7.71
A075580,세진중공업,2018,9.12,3.84,0.81
A075580,세진중공업,2019,8.18,3.16,1.05
A001200,유진투자증권,2018,29.78,8.07,5.69
A001200,유진투자증권,2019,25.19,5.96,4.23
A009410,태영건설,2018,17.98,12.41,6.61
A009410,태영건설,2019,16.81,9.97,2.54
A001780,알루코,2018,10.49,2.38,0.64
A001780,알루코,2019,13.11,2.69,-1.50
A293480,하나제약,2018,66.68,21.96,17.12
A293480,하나제약,2019,66.25,20.18,17.01
A002620,제일파마홀딩스,2018,39.55,7.67,5.12
A002620,제일파마홀딩스,2019,24.89,1.23,-13.11
A008730,율촌화학,2018,11.51,3.63,3.01
A008730,율촌화학,2019,13.16,5.10,3.59
A009680,모토닉,2018,12.14,3.03,4.45
A009680,모토닉,2019,12.36,4.67,5.47
A096760,JW홀딩스,2018,42.73,4.59,5.02
A096760,JW홀딩스,2019,39.39,0.38,-4.36
A084690,대상홀딩스,2018,26.23,3.91,1.34
A084690,대상홀딩스,2019,25.45,4.38,3.89
A011280,태림포장,2018,16.55,5.87,4.71
A011280,태림포장,2019,15.82,3.63,3.79
A003220,대원제약,2018,57.73,10.73,8.12
A003220,대원제약,2019,56.68,11.05,8.46
A002990,금호산업,2018,7.23,3.07,-0.03
A002990,금호산업,2019,7.25,3.47,0.73
A005500,삼진제약,2018,54.91,22.57,9.57
A005500,삼진제약,2019,49.90,18.56,4.91
A126560,현대퓨처넷,2018,38.61,16.13,13.78
A126560,현대퓨처넷,2019,36.76,13.93,12.91
A060980,한라홀딩스,2018,14.72,6.54,1.48
A060980,한라홀딩스,2019,19.90,9.45,5.14
A000140,하이트진로홀딩스,2018,40.88,5.52,0.46
A000140,하이트진로홀딩스,2019,43.31,4.98,-1.98
A016710,대성홀딩스,2018,14.59,2.03,2.61
A016710,대성홀딩스,2019,13.71,2.60,1.95
A001510,SK증권,2018,38.86,2.42,2.61
A001510,SK증권,2019,41.35,3.89,5.67
A001430,세아베스틸,2018,5.80,1.70,0.76
A001430,세아베스틸,2019,5.81,1.49,0.65
A001500,현대차증권,2018,35.20,11.01,8.17
A001500,현대차증권,2019,35.31,13.75,10.03
A002270,롯데푸드,2018,17.00,3.73,2.35
A002270,롯데푸드,2019,16.79,2.77,2.10
A005950,이수화학,2018,5.66,0.49,-0.11
A005950,이수화학,2019,6.36,0.62,-1.25
A084680,이월드,2018,26.95,13.63,27.68
A084680,이월드,2019,41.64,9.52,7.02
A102460,이연제약,2018,55.71,2.00,1.09
A102460,이연제약,2019,56.45,6.00,4.51
A000370,한화손해보험,2018,58.50,1.49,1.10
A000370,한화손해보험,2019,59.14,-1.17,-0.86
A267850,아시아나IDT,2018,10.88,6.44,3.92
A267850,아시아나IDT,2019,9.66,4.62,-3.27
A029460,케이씨,2018,20.78,14.47,40.04
A029460,케이씨,2019,19.93,13.21,11.49
A091810,티웨이항공,2018,15.11,6.53,5.18
A091810,티웨이항공,2019,6.80,-2.37,-5.33
A002780,진흥기업,2018,8.22,5.22,0.90
A002780,진흥기업,2019,8.18,5.13,3.72
A072710,농심홀딩스,2018,16.32,7.57,8.61
A072710,농심홀딩스,2019,14.42,7.69,6.82
A017940,E1,2018,6.34,0.30,1.71
A017940,E1,2019,8.45,2.31,-1.14
A004700,조광피혁,2018,17.72,11.73,10.69
A004700,조광피혁,2019,23.89,14.64,13.40
A004430,송원산업,2018,19.80,6.88,4.79
A004430,송원산업,2019,20.44,7.28,4.30
A016800,퍼시스,2018,27.38,8.78,14.41
A016800,퍼시스,2019,26.81,8.24,11.14
A092230,KPX홀딩스,2018,10.29,3.31,1.44
A092230,KPX홀딩스,2019,14.10,6.36,7.50
A004690,삼천리,2018,10.08,2.43,0.77
A004690,삼천리,2019,10.48,2.47,1.04
A195870,해성디에스,2018,15.51,7.37,5.71
A195870,해성디에스,2019,14.96,7.09,4.78
A019680,대교,2018,17.88,3.36,2.52
A019680,대교,2019,18.39,3.86,2.25
A000050,경방,2018,30.56,11.66,5.74
A000050,경방,2019,28.93,9.31,12.68
A007460,에이프로젠 KIC,2018,17.99,3.08,-62.90
A007460,에이프로젠 KIC,2019,24.74,3.28,21.18
A007810,코리아써키트,2018,-0.49,-3.34,-5.20
A007810,코리아써키트,2019,5.76,2.55,0.39
A002960,한국쉘석유,2018,34.22,14.12,11.36
A002960,한국쉘석유,2019,35.56,12.12,9.93
A101140,비티원,2018,10.67,12.18,21.99
A101140,비티원,2019,10.94,-22.96,133.98
A213500,한솔제지,2018,17.96,6.10,2.07
A213500,한솔제지,2019,17.85,5.51,2.09
A095720,웅진씽크빅,2018,57.00,5.29,3.47
A095720,웅진씽크빅,2019,57.06,3.32,-21.65
A122900,아이마켓코리아,2018,5.24,1.23,0.71
A122900,아이마켓코리아,2019,5.48,1.78,0.88
A002310,아세아제지,2018,22.64,12.67,10.14
A002310,아세아제지,2019,21.24,10.19,8.81
A000480,조선내화,2018,14.80,5.00,7.34
A000480,조선내화,2019,13.88,2.82,4.25
A037270,YG PLUS,2018,30.95,1.86,-1.53
A037270,YG PLUS,2019,26.47,-0.02,-3.41
A234080,JW생명과학,2018,25.46,15.17,10.19
A234080,JW생명과학,2019,28.55,17.48,12.89
A079430,현대리바트,2018,17.05,3.56,2.88
A079430,현대리바트,2019,17.26,1.93,1.57
A272550,삼양패키징,2018,19.53,9.56,5.85
A272550,삼양패키징,2019,21.04,11.08,7.56
A037560,LG헬로비전,2018,90.08,5.71,3.32
A037560,LG헬로비전,2019,91.91,2.63,-8.47
A002210,동성제약,2018,38.29,-1.97,-6.25
A002210,동성제약,2019,38.22,-8.70,-9.69
A002240,고려제강,2018,12.69,2.41,0.12
A002240,고려제강,2019,12.18,1.93,0.37
A034120,SBS,2018,17.26,0.56,0.64
A034120,SBS,2019,19.61,1.54,2.56
A152330,코리아오토글라스,2018,22.25,11.35,9.88
A152330,코리아오토글라스,2019,22.90,12.62,7.24
A058650,세아홀딩스,2018,5.65,2.27,1.25
A058650,세아홀딩스,2019,5.30,1.82,0.98
A004710,한솔테크닉스,2018,10.77,1.85,-2.37
A004710,한솔테크닉스,2019,12.03,2.62,0.66
A161000,애경유화,2018,9.58,5.04,5.11
A161000,애경유화,2019,9.42,4.61,2.99
A005960,동부건설,2018,8.22,3.54,8.23
A005960,동부건설,2019,9.31,4.80,5.18
A001520,동양,2018,11.04,0.14,0.59
A001520,동양,2019,9.23,-3.73,-0.42
A214330,금호에이치티,2018,10.12,5.01,3.72
A214330,금호에이치티,2019,5.80,1.62,-0.03
A077500,유니퀘스트,2018,11.19,2.70,4.01
A077500,유니퀘스트,2019,9.78,2.05,6.70
A003300,한일홀딩스,2018,15.27,3.47,43.86
A003300,한일홀딩스,2019,16.54,5.06,2.98
A079980,휴비스,2018,10.45,2.72,1.50
A079980,휴비스,2019,9.82,0.47,-0.03
A012610,경인양행,2018,22.87,5.95,4.17
A012610,경인양행,2019,23.62,6.56,4.56
A033180,필룩스,2018,36.03,0.94,-10.04
A033180,필룩스,2019,33.78,2.15,-8.65
A033240,자화전자,2018,13.80,-2.15,-0.36
A033240,자화전자,2019,11.45,-2.52,-0.08
A006840,AK홀딩스,2018,28.17,7.27,5.57
A006840,AK홀딩스,2019,24.66,3.49,1.53
A016580,환인제약,2018,51.27,17.68,13.91
A016580,환인제약,2019,49.74,16.44,11.69
A029530,신도리코,2018,19.58,4.46,6.28
A029530,신도리코,2019,19.96,1.47,3.39
A900140,엘브이엠씨홀딩스,2018,1.62,-20.93,-16.68
A900140,엘브이엠씨홀딩스,2019,7.09,-8.30,-15.29
A002100,경농,2018,34.21,6.95,2.29
A002100,경농,2019,32.71,3.82,1.76
A007860,서연,2018,10.01,0.30,-2.08
A007860,서연,2019,11.13,1.51,-4.33
A344820,케이씨씨글라스,2018,,,
A344820,케이씨씨글라스,2019,,,
A002020,코오롱,2018,10.19,2.43,-0.10
A002020,코오롱,2019,10.59,2.83,-0.22
A002810,삼영무역,2018,7.72,2.53,10.75
A002810,삼영무역,2019,9.47,3.35,12.71
A317400,자이에스앤디,2018,11.34,6.82,5.04
A317400,자이에스앤디,2019,10.39,5.93,4.47
A005390,신성통상,2018,35.42,2.36,0.92
A005390,신성통상,2019,36.51,4.27,0.55
A002150,도화엔지니어링,2018,100.00,4.30,3.43
A002150,도화엔지니어링,2019,100.00,5.24,3.37
A001130,대한제분,2018,20.18,3.79,5.95
A001130,대한제분,2019,19.24,2.51,1.82
A007690,국도화학,2018,11.08,5.36,3.64
A007690,국도화학,2019,11.33,3.75,3.13
A001390,KG케미칼,2018,31.08,5.65,2.16
A001390,KG케미칼,2019,23.25,5.70,10.60
A037710,광주신세계,2018,86.89,37.03,33.35
A037710,광주신세계,2019,88.01,35.58,30.78
A025000,KPX케미칼,2018,9.13,3.11,1.57
A025000,KPX케미칼,2019,13.10,6.32,5.51
A306200,세아제강,2018,7.55,2.58,1.62
A306200,세아제강,2019,9.01,3.74,2.03
A000430,대원강업,2018,11.47,4.24,2.40
A000430,대원강업,2019,9.99,2.81,2.21
A015860,일진홀딩스,2018,14.87,2.53,0.10
A015860,일진홀딩스,2019,16.37,3.46,2.50
A094280,효성ITX,2018,8.60,2.82,1.87
A094280,효성ITX,2019,9.70,3.36,2.79
A136490,선진,2018,16.98,3.81,2.03
A136490,선진,2019,17.01,3.96,2.00
A033530,세종공업,2018,10.26,0.02,-1.76
A033530,세종공업,2019,11.09,1.08,0.16
A006490,인스코비,2018,57.79,9.09,-13.83
A006490,인스코비,2019,46.18,6.29,-33.08
A044450,KSS해운,2018,28.20,23.26,10.28
A044450,KSS해운,2019,27.52,22.89,10.05
A016450,한세예스24홀딩스,2018,25.30,2.24,-1.80
A016450,한세예스24홀딩스,2019,24.55,3.53,0.11
A101530,해태제과식품,2018,34.04,3.17,0.34
A101530,해태제과식품,2019,33.28,2.10,-5.03
A214390,경보제약,2018,24.47,8.58,6.51
A214390,경보제약,2019,21.24,3.23,2.76
A007340,디티알오토모티브,2018,14.55,7.89,6.44
A007340,디티알오토모티브,2019,15.47,8.63,7.34
A092220,KEC,2018,14.76,1.54,0.81
A092220,KEC,2019,11.27,-3.45,-9.78
A068290,삼성출판사,2018,49.82,1.78,0.25
A068290,삼성출판사,2019,52.82,2.37,3.27
A101060,SBS미디어홀딩스,2018,15.66,0.76,6.46
A101060,SBS미디어홀딩스,2019,16.54,1.98,-43.71
A183190,아세아시멘트,2018,20.38,9.39,2.04
A183190,아세아시멘트,2019,21.10,9.66,3.45
A001270,부국증권,2018,18.10,5.94,4.49
A001270,부국증권,2019,19.13,5.90,4.49
A036530,S&T홀딩스,2018,12.86,5.18,5.26
A036530,S&T홀딩스,2019,15.07,8.35,8.23
A001940,KISCO홀딩스,2018,9.82,5.10,2.82
A001940,KISCO홀딩스,2019,9.66,4.87,5.32
A144620,코오롱머티리얼,2018,4.29,-11.19,-76.30
A144620,코오롱머티리얼,2019,8.02,-6.78,-45.11
A229640,LS전선아시아,2018,8.08,4.07,2.43
A229640,LS전선아시아,2019,9.27,4.99,3.28
A104700,한국철강,2018,8.03,3.27,1.57
A104700,한국철강,2019,6.45,1.70,2.65
A001360,삼성제약,2018,18.48,-10.29,-4.47
A001360,삼성제약,2019,21.09,-14.52,15.45
A016590,신대양제지,2018,26.03,16.44,13.88
A016590,신대양제지,2019,25.39,14.64,11.17
A063160,종근당바이오,2018,18.81,5.63,6.39
A063160,종근당바이오,2019,26.37,11.23,8.94
A001570,금양,2018,19.68,6.58,9.86
A001570,금양,2019,20.74,5.33,-6.31
A004380,삼익THK,2018,19.80,9.01,6.40
A004380,삼익THK,2019,16.14,3.21,1.41
A093230,이아이디,2018,1.05,-2.84,-5.53
A093230,이아이디,2019,7.59,1.05,0.33
A005720,넥센,2018,26.59,10.56,6.51
A005720,넥센,2019,29.22,9.82,4.96
A123690,한국화장품,2018,54.39,-4.86,-5.03
A123690,한국화장품,2019,55.43,-13.26,-13.13
A002900,동양물산,2018,15.03,-0.92,-3.86
A002900,동양물산,2019,16.36,2.22,0.85
A005810,풍산홀딩스,2018,20.00,11.94,11.59
A005810,풍산홀딩스,2019,12.69,4.08,9.14
A008060,대덕,2018,9.40,5.88,44.71
A008060,대덕,2019,8.76,4.33,6.02
A005420,코스모화학,2018,5.33,0.92,-1.30
A005420,코스모화학,2019,5.93,-1.28,-4.58
A015360,예스코홀딩스,2018,13.46,2.30,-3.29
A015360,예스코홀딩스,2019,13.19,2.00,2.00
A031440,신세계푸드,2018,13.01,2.14,0.67
A031440,신세계푸드,2019,13.08,1.68,0.33
A035510,신세계 I&C,2018,16.17,3.99,7.83
A035510,신세계 I&C,2019,14.70,4.06,2.34
A095570,AJ네트웍스,2018,100.00,-2.03,3.56
A095570,AJ네트웍스,2019,100.00,1.48,3.50
A003560,IHQ,2018,100.00,9.07,-9.04
A003560,IHQ,2019,100.00,-7.09,-66.75
A003120,일성신약,2018,36.65,3.66,4.78
A003120,일성신약,2019,37.52,-2.60,13.88
A017180,명문제약,2018,50.48,3.35,0.22
A017180,명문제약,2019,45.82,-9.57,-13.95
A001530,DI동일,2018,26.98,4.89,1.52
A001530,DI동일,2019,26.47,5.17,2.80
A013580,계룡건설,2018,11.24,6.70,4.12
A013580,계룡건설,2019,10.44,5.97,3.28
A248170,샘표식품,2018,46.25,7.79,6.53
A248170,샘표식품,2019,46.67,11.04,9.55
A070960,용평리조트,2018,22.91,13.54,5.62
A070960,용평리조트,2019,10.26,-3.19,-10.66
A009580,무림P&P,2018,22.22,15.70,10.72
A009580,무림P&P,2019,15.38,7.83,1.64
A078520,에이블씨엔씨,2018,58.16,-5.49,-3.38
A078520,에이블씨엔씨,2019,60.01,0.43,-2.28
A011760,현대상사,2018,2.69,1.07,-0.18
A011760,현대상사,2019,2.83,1.02,0.39
A084010,대한제강,2018,5.41,0.40,-1.57
A084010,대한제강,2019,8.27,4.11,2.90
A004310,현대약품,2018,47.51,0.91,0.69
A004310,현대약품,2019,47.33,1.16,0.86
A012690,모나리자,2018,17.88,-2.21,-1.62
A012690,모나리자,2019,20.91,2.35,2.06
A003920,남양유업,2018,24.94,0.80,0.19
A003920,남양유업,2019,23.98,0.04,2.84
A003030,세아제강지주,2018,9.10,4.52,18.12
A003030,세아제강지주,2019,8.14,2.39,0.56
A002170,삼양통상,2018,20.32,17.54,13.81
A002170,삼양통상,2019,29.38,25.73,23.01
A008700,아남전자,2018,6.05,-6.22,-7.25
A008700,아남전자,2019,10.09,1.28,0.18
A089470,HDC현대EP,2018,7.14,1.58,0.93
A089470,HDC현대EP,2019,10.30,4.08,1.58
A004360,세방,2018,9.18,1.75,6.68
A004360,세방,2019,9.78,2.23,0.76
A308170,센트랄모텍,2018,9.19,3.29,1.43
A308170,센트랄모텍,2019,9.74,3.53,1.76
A002720,국제약품,2018,45.33,3.05,2.03
A002720,국제약품,2019,47.68,5.01,-4.29
A001070,대한방직,2018,0.97,-5.98,5.95
A001070,대한방직,2019,1.88,-8.30,-10.21
A102260,동성코퍼레이션,2018,11.69,0.96,-0.59
A102260,동성코퍼레이션,2019,17.41,6.10,2.94
A000970,한국주철관,2018,18.10,1.58,1.73
A000970,한국주철관,2019,19.19,3.56,3.21
A004720,우리들제약,2018,51.85,5.60,5.05
A004720,우리들제약,2019,52.98,1.25,0.25
A002030,아세아,2018,21.47,11.28,6.16
A002030,아세아,2019,21.16,10.25,6.13
A005090,삼광글라스,2018,1.50,-9.37,-4.34
A005090,삼광글라스,2019,10.68,0.39,0.15
A016610,DB금융투자,2018,35.21,10.18,7.44
A016610,DB금융투자,2019,30.49,8.81,5.89
A033920,무학,2018,39.73,-5.18,-10.46
A033920,무학,2019,37.15,-8.06,14.24
A011150,CJ씨푸드,2018,12.15,2.74,1.43
A011150,CJ씨푸드,2019,12.24,2.48,1.23
A003570,S&T중공업,2018,11.63,4.06,5.00
A003570,S&T중공업,2019,10.26,5.13,4.44
A028100,동아지질,2018,11.20,7.23,5.19
A028100,동아지질,2019,8.81,6.02,5.00
A003350,한국화장품제조,2018,16.34,5.41,3.76
A003350,한국화장품제조,2019,14.87,1.71,-1.95
A000540,흥국화재,2018,59.63,1.51,1.21
A000540,흥국화재,2019,58.45,1.04,0.90
A036580,팜스코,2018,13.71,2.34,0.34
A036580,팜스코,2019,12.70,1.73,-0.68
A000680,LS네트웍스,2018,29.74,0.86,3.66
A000680,LS네트웍스,2019,26.21,-5.35,-17.15
A030210,KTB투자증권,2018,64.19,10.35,9.58
A030210,KTB투자증권,2019,61.29,9.85,13.18
A003200,일신방직,2018,21.07,5.94,4.43
A003200,일신방직,2019,18.69,2.74,1.61
A082740,HSD엔진,2018,0.36,-6.91,-3.65
A082740,HSD엔진,2019,1.59,-3.24,-6.15
A047400,유니온머티리얼,2018,12.26,0.43,-7.91
A047400,유니온머티리얼,2019,16.42,3.34,2.08
A044820,코스맥스비티아이,2018,20.24,5.51,2.87
A044820,코스맥스비티아이,2019,13.22,-1.57,-2.97
A005680,삼영전자,2018,13.79,5.25,6.06
A005680,삼영전자,2019,12.32,2.31,4.26
A003580,넥스트사이언스,2018,17.95,-30.53,-90.01
A003580,넥스트사이언스,2019,43.18,-12.44,-65.29
A002630,오리엔트바이오,2018,9.91,-33.33,-99.34
A002630,오리엔트바이오,2019,19.10,-29.84,-30.89
A091090,세원셀론텍,2018,6.48,-7.27,-12.64
A091090,세원셀론텍,2019,10.69,0.87,-3.13
A001790,대한제당,2018,11.43,2.71,0.81
A001790,대한제당,2019,10.86,2.45,1.20
A118000,우리들휴브레인,2018,5.90,-18.90,-36.05
A118000,우리들휴브레인,2019,7.66,-0.15,-8.56
A214420,토니모리,2018,57.16,-2.78,-4.31
A214420,토니모리,2019,58.48,-0.16,-3.31
A001460,BYC,2018,37.31,10.79,4.60
A001460,BYC,2019,40.69,13.71,16.29
A004540,깨끗한나라,2018,8.25,-4.67,-5.37
A004540,깨끗한나라,2019,14.37,0.87,-1.98
A004960,한신공영,2018,12.89,10.01,7.56
A004960,한신공영,2019,11.85,7.67,4.44
A004980,성신양회,2018,21.46,4.33,2.41
A004980,성신양회,2019,18.97,2.93,2.46
A025750,한솔홈데코,2018,14.03,3.09,3.93
A025750,한솔홈데코,2019,11.54,-0.63,-1.73
A023800,인지컨트롤스,2018,11.30,2.20,0.20
A023800,인지컨트롤스,2019,11.51,1.13,-1.58
A004890,동일산업,2018,8.55,4.43,4.00
A004890,동일산업,2019,4.41,-0.28,1.06
A015890,태경산업,2018,19.86,4.15,2.56
A015890,태경산업,2019,19.20,2.07,4.92
A007660,이수페타시스,2018,10.13,1.34,-1.32
A007660,이수페타시스,2019,5.14,-4.66,-17.72
A006890,태경케미컬,2018,27.53,6.66,6.13
A006890,태경케미컬,2019,27.07,2.85,23.48
A020120,키다리스튜디오,2018,25.43,1.36,0.77
A020120,키다리스튜디오,2019,32.17,2.63,8.50
A107590,미원홀딩스,2018,13.94,2.54,6.86
A107590,미원홀딩스,2019,14.31,4.12,8.64
A039570,HDC아이콘트롤스,2018,10.38,5.40,8.91
A039570,HDC아이콘트롤스,2019,10.16,5.13,-2.34
A000490,대동공업,2018,19.10,0.80,0.22
A000490,대동공업,2019,23.38,2.94,0.36
A002760,보락,2018,16.23,3.92,3.27
A002760,보락,2019,13.57,1.75,1.80
A138490,코오롱플라스틱,2018,14.52,6.03,3.82
A138490,코오롱플라스틱,2019,11.51,3.12,1.63
A015590,큐로,2018,-2.66,-11.75,-19.62
A015590,큐로,2019,19.30,13.45,2.16
A100250,진양홀딩스,2018,13.54,3.85,1.92
A100250,진양홀딩스,2019,15.94,5.71,10.16
A009160,SIMPAC,2018,11.16,3.33,22.60
A009160,SIMPAC,2019,10.41,2.59,2.21
A077970,STX엔진,2018,12.81,5.43,4.83
A077970,STX엔진,2019,10.89,4.92,3.34
A002460,화성산업,2018,20.17,14.12,10.36
A002460,화성산업,2019,16.25,6.56,1.70
A055490,테이팩스,2018,17.95,6.94,4.70
A055490,테이팩스,2019,18.40,7.35,6.78
A007160,사조산업,2018,11.90,6.94,5.27
A007160,사조산업,2019,7.68,2.48,-1.96
A001250,GS글로벌,2018,3.42,1.38,0.52
A001250,GS글로벌,2019,3.80,1.50,-0.43
A017550,수산중공업,2018,24.47,0.50,7.86
A017550,수산중공업,2019,20.09,4.59,0.09
A007110,일신석재,2018,18.26,2.67,0.76
A007110,일신석재,2019,15.20,2.63,1.36
A013870,지엠비코리아,2018,12.92,0.90,-0.15
A013870,지엠비코리아,2019,13.21,1.78,0.38
A117580,대성에너지,2018,16.24,2.07,1.67
A117580,대성에너지,2019,14.77,3.13,1.68
A083420,그린케미칼,2018,4.49,1.32,0.99
A083420,그린케미칼,2019,6.74,3.37,2.41
A005320,국동,2018,16.73,2.59,1.35
A005320,국동,2019,15.51,-1.90,-1.78
A102280,쌍방울,2018,34.31,0.56,-93.72
A102280,쌍방울,2019,23.53,-10.71,-37.71
A004770,써니전자,2018,27.06,3.46,20.29
A004770,써니전자,2019,35.27,16.49,2.40
A004970,신라교역,2018,8.77,2.09,11.37
A004970,신라교역,2019,9.69,-1.15,2.79
A001340,백광산업,2018,32.34,15.66,12.72
A001340,백광산업,2019,28.75,12.59,9.52
A021050,서원,2018,6.77,3.33,2.73
A021050,서원,2019,6.78,3.09,1.22
A143210,핸즈코퍼레이션,2018,9.99,1.75,0.68
A143210,핸즈코퍼레이션,2019,13.22,3.03,1.14
A090350,노루페인트,2018,21.31,3.69,2.07
A090350,노루페인트,2019,22.71,4.50,2.92
A013520,화승알앤에이,2018,17.36,3.53,-2.17
A013520,화승알앤에이,2019,18.17,4.19,1.52
A000700,유수홀딩스,2018,28.29,8.48,6.56
A000700,유수홀딩스,2019,19.00,-2.13,-0.67
A000520,삼일제약,2018,36.78,-6.06,-9.05
A000520,삼일제약,2019,38.58,3.98,0.65
A004150,한솔홀딩스,2018,13.10,4.21,-6.89
A004150,한솔홀딩스,2019,11.16,2.18,4.85
A128820,대성산업,2018,12.21,0.65,-0.72
A128820,대성산업,2019,11.19,-1.11,-7.25
A007210,벽산,2018,17.38,2.29,1.95
A007210,벽산,2019,14.48,-0.88,-0.40
A074610,이엔플러스,2018,9.33,-28.43,-20.96
A074610,이엔플러스,2019,2.33,-38.15,-85.10
A014160,대영포장,2018,12.56,3.17,3.54
A014160,대영포장,2019,15.09,4.96,4.00
A009320,대우부품,2018,17.54,3.39,1.84
A009320,대우부품,2019,14.71,-1.86,-4.64
A007540,샘표,2018,46.68,7.13,7.70
A007540,샘표,2019,47.02,10.51,8.80
A012030,DB,2018,14.78,0.68,-1.68
A012030,DB,2019,23.53,7.75,1.85
A014790,한라,2018,12.80,4.61,-0.93
A014790,한라,2019,13.21,5.19,0.21
A017900,광전자,2018,13.30,1.43,3.58
A017900,광전자,2019,11.59,-0.87,2.02
A134380,미원화학,2018,13.26,5.90,5.03
A134380,미원화학,2019,17.80,10.01,8.73
A000180,성창기업지주,2018,12.09,-5.02,-5.79
A000180,성창기업지주,2019,13.13,-1.95,-7.20
A120030,조선선재,2018,31.67,21.73,18.75
A120030,조선선재,2019,31.63,22.05,20.00
A002410,범양건영,2018,9.07,4.38,3.49
A002410,범양건영,2019,7.21,4.15,7.14
A004270,남성,2018,22.90,1.17,-4.30
A004270,남성,2019,25.90,0.63,-3.01
A003460,유화증권,2018,72.15,26.59,28.63
A003460,유화증권,2019,77.48,30.22,30.10
A119650,KC코트렐,2018,12.65,2.06,1.21
A119650,KC코트렐,2019,11.66,2.83,0.22
A027740,마니커,2018,8.51,0.17,-4.17
A027740,마니커,2019,2.73,-6.22,-7.25
A003960,사조대림,2018,16.44,3.87,1.53
A003960,사조대림,2019,14.39,3.73,6.55
A000390,삼화페인트,2018,16.66,1.50,0.15
A000390,삼화페인트,2019,18.03,2.08,0.72
A023450,동남합성,2018,11.27,5.73,4.21
A023450,동남합성,2019,13.77,7.80,14.15
A004830,덕성,2018,9.11,-2.71,-2.41
A004830,덕성,2019,13.82,0.54,0.21
A004440,삼일씨엔에스,2018,12.66,1.82,-3.58
A004440,삼일씨엔에스,2019,12.59,1.83,1.37
A005740,크라운해태홀딩스,2018,33.80,3.80,0.99
A005740,크라운해태홀딩스,2019,33.26,3.74,-2.13
A005430,한국공항,2018,9.48,4.69,3.58
A005430,한국공항,2019,8.82,4.17,3.07
A011810,STX,2018,1.33,-0.98,0.61
A011810,STX,2019,3.16,0.12,-2.26
A004840,DRB동일,2018,21.97,4.96,2.08
A004840,DRB동일,2019,21.79,4.84,2.46
A163560,동일고무벨트,2018,16.85,4.60,3.91
A163560,동일고무벨트,2019,17.72,5.52,3.16
A003160,디아이,2018,30.77,10.98,7.49
A003160,디아이,2019,29.99,-5.97,0.46
A024090,디씨엠,2018,14.87,6.95,5.89
A024090,디씨엠,2019,17.10,12.06,16.14
A002700,신일전자,2018,29.33,8.76,6.90
A002700,신일전자,2019,24.85,1.08,2.95
A004060,SG세계물산,2018,30.20,1.23,2.09
A004060,SG세계물산,2019,28.17,0.16,3.09
A282690,동아타이어,2018,12.72,7.69,10.03
A282690,동아타이어,2019,16.10,11.56,15.84
A008970,동양철관,2018,5.05,-2.46,-4.06
A008970,동양철관,2019,10.73,2.27,1.09
A012280,영화금속,2018,6.77,0.47,0.45
A012280,영화금속,2019,7.58,0.87,0.11
A011390,부산산업,2018,13.72,3.81,3.05
A011390,부산산업,2019,16.83,6.13,4.92
A000320,노루홀딩스,2018,21.91,1.22,0.32
A000320,노루홀딩스,2019,23.75,2.83,2.25
A002450,삼익악기,2018,29.59,9.86,5.70
A002450,삼익악기,2019,30.11,10.43,4.93
A003480,한진중공업홀딩스,2018,11.93,3.42,-0.03
