date,kor,usa,jpn,uk
2006-04-24,-1.48,-0.01,0.5,0.84
2006-04-25,0.07,-0.24,-2.81,-0.55
2006-04-26,1.51,-0.49,0.33,-0.2
2006-04-27,0.03,0.28,0.5,0.29
2006-04-28,-2.28,0.33,0.34,-0.73
2006-05-02,1.12,0.07,-1.22,-0.61
2006-05-03,-0.08,0.62,,0.98
2006-05-04,0.51,-0.41,,-1.19
2006-05-08,0.97,0.34,,0.45
2006-05-09,-0.15,-0.08,0.8,-0.4
2006-05-10,0.06,0.04,-0.58,0.63
2006-05-11,0.84,-0.17,-1.39,-0.36
2006-05-12,-1.54,-1.28,-0.53,-0.68
2006-05-15,-2.24,-1.12,-1.54,-2.15
2006-05-16,-2.23,0.25,-0.69,-1.2
2006-05-17,1.5,-0.19,-1.99,0.08
2006-05-18,-2.48,-1.68,0.92,-2.92
2006-05-19,0.43,-0.67,-1.35,-0.07
2006-05-22,-2.44,0.41,0.42,-0.25
2006-05-23,-0.47,-0.39,-1.84,-2.2
2006-05-24,0.34,-0.43,-1.63,2.64
2006-05-25,-2.9,0.16,1.97,-1.61
2006-05-26,2.08,1.14,-1.34,1.62
2006-05-29,0.47,0.57,1.77,2
2006-05-30,-0.94,,-0.34,
2006-06-01,-1.74,-1.59,-0.35,-2.4
2006-06-02,1.08,1.23,0.24,0.45
2006-06-05,-0.6,0.2,1.84,0.26
2006-06-07,-2.76,-1.78,-0.77,-0.04
2006-06-08,-3.69,-0.61,-1.88,0.64
2006-06-09,0.95,0.14,-3.07,-2.51
2006-06-12,0.28,-0.45,0.81,1.66
2006-06-13,-2.89,-1.27,0.56,-0.61
2006-06-14,1.46,-1.03,-4.14,-1.8
2006-06-15,-0.22,0.52,0.64,-0.23
2006-06-16,3.62,2.12,1.13,2.04
2006-06-19,-0.77,-0.37,2.82,-0.39
2006-06-20,-2.05,-0.91,-0.13,0.51
2006-06-21,0.09,0,-1.43,0.57
2006-06-22,0.99,0.97,-0.03,0.12
2006-06-23,-0.82,-0.53,3.36,0.34
2006-06-26,0.82,-0.09,-0.08,0.14
2006-06-27,0.74,0.49,0.19,-0.19
2006-06-28,-0.73,-0.91,0.13,-0.51
2006-06-29,1.95,0.55,-1.88,0.47
2006-06-30,2.54,2.16,1.58,1.99
2006-07-03,-0.07,-0.21,2.54,0.72
2006-07-04,-0.71,0.79,0.43,0.87
2006-07-05,-0.39,,0.43,-0.02
2006-07-06,-1.23,-0.72,-0.73,-0.97
2006-07-07,0.75,0.25,-1.3,1.09
2006-07-10,2.17,-0.67,-0.09,-0.02
2006-07-11,0.11,0.15,1.6,0.14
2006-07-12,-0.31,0.41,-0.51,-0.67
2006-07-13,-0.94,-1.09,-1.45,0.06
2006-07-14,-2.42,-1.3,-0.99,-1.63
2006-07-18,-1.63,-0.49,-1.67,-1
2006-07-19,0.04,0.19,-2.75,-0.34
2006-07-20,3.35,1.86,0.44,1.69
2006-07-21,-0.07,-0.85,3.08,-0.12
2006-07-24,-0.65,-0.71,-0.84,-0.89
2006-07-25,1.42,1.66,-0.18,2
2006-07-26,-0.09,0.63,1.42,0.3
2006-07-27,1.46,-0.04,-0.81,0.44
2006-07-28,0.01,-0.41,1.99,0.89
2006-07-31,-0.02,1.22,1.07,0.77
2006-08-01,-0.81,-0.15,0.74,-0.78
2006-08-02,0.68,-0.45,-0.1,-0.8
2006-08-03,-0.2,0.6,0.15,0.87
2006-08-04,1.04,0.13,0.04,-1.58
2006-08-07,-1.22,-0.07,0.19,0.87
2006-08-08,1.83,-0.28,-2.23,-1.03
2006-08-09,0.25,-0.34,2.05,-0.18
2006-08-10,-0.98,-0.43,1.24,0.73
2006-08-11,-1.06,0.46,-0.16,-0.63
2006-08-14,0.32,-0.4,-0.42,-0.06
2006-08-16,1.68,0.12,1.88,0.87
2006-08-17,0.96,0.77,1.61,-0.02
2006-08-18,0.3,0.16,-0.31,0.06
2006-08-21,-0.7,0.37,0.53,0.05
2006-08-22,1.08,-0.37,-0.85,0.2
2006-08-23,-0.85,0.1,1.33,-0.21
2006-08-24,-0.73,-0.45,-0.11,-0.72
2006-08-25,1.08,0.24,-1.25,0.16
2006-08-28,-0.16,-0.07,-0.14,0.16
2006-08-29,1.25,0.52,-1.1,
2006-08-30,-0.36,0.19,0.81,0.17
2006-08-31,0.73,0,-0.12,0.7
2006-09-01,0.31,-0.04,1.69,-0.39
2006-09-04,0.19,0.55,-0.04,0.73
2006-09-05,0.24,,1.39,0.63
2006-09-06,-0.32,0.17,0.17,-0.08
2006-09-07,-0.43,-0.99,-0.62,-0.88
2006-09-08,0.2,-0.48,-1.67,-1.2
2006-09-11,-1.58,0.38,0.42,0.36
2006-09-12,-0.42,0.05,-1.78,-0.48
2006-09-13,0.38,1.04,-0.48,0.76
2006-09-14,1.98,0.38,0.2,-0.06
2006-09-15,0.09,-0.14,1.22,-0.25
2006-09-18,1,0.27,-0.47,0
2006-09-19,0.02,0.1,,0.22
2006-09-20,-0.55,-0.22,0.05,-0.99
2006-09-21,-0.02,0.52,-0.98,0.59
2006-09-22,-1.3,-0.54,0.74,0.52
2006-09-25,0.59,-0.25,-1.26,-1.26
2006-09-26,-0.82,0.88,-0.01,-0.41
2006-09-27,1.24,0.75,-0.49,1.3
2006-09-28,0.83,0.02,2.51,0.96
2006-09-29,-0.09,0.19,0.48,0.69
2006-10-02,0.23,-0.25,0.64,-0.18
2006-10-04,-1.67,-0.42,0.79,-0.05
2006-10-09,-2.11,1.21,-0.98,0.5
2006-10-10,0.58,0.08,,0.49
2006-10-11,-0.16,0.2,0.25,0.69
2006-10-12,0.34,-0.26,-0.47,0.01
2006-10-13,1.34,0.95,-0.19,0.79
2006-10-16,0.62,0.2,1.02,0.59
2006-10-17,-0.37,0.25,0.94,0.25
2006-10-18,0.19,-0.37,-0.49,-1.03
2006-10-19,-0.05,0.14,0.25,0.68
2006-10-20,0.7,0.07,-0.61,0.09
2006-10-23,0.01,0.12,0.61,-0.01
2006-10-24,0.07,0.62,0.82,0.18
2006-10-25,0.4,0.03,-0.05,0.27
2006-10-26,0.19,0.35,-0.48,0.52
2006-10-27,-0.38,0.5,0.67,-0.48
2006-10-30,-1.05,-0.85,-0.85,-0.39
2006-10-31,0.48,0.04,-1.9,-0.55
2006-11-01,0.62,0,0.29,0.04
2006-11-02,0.72,-0.74,-0.15,0.33
2006-11-03,-0.04,-0.03,-0.15,0
2006-11-06,-0.41,-0.22,,-0.02
2006-11-07,0.58,1.13,0.09,1.24
2006-11-08,-0.47,0.22,0.18,0.31
2006-11-09,1.51,0.21,-1.08,-0.08
2006-11-10,-0.29,-0.53,-0.11,-0.12
2006-11-13,0.08,0.19,-0.53,-0.37
2006-11-14,0.76,0.25,-0.56,-0.23
2006-11-15,0.33,0.64,1.62,-0.12
2006-11-16,-0.11,0.24,-0.23,0.7
2006-11-17,0.14,0.23,-0.49,0.4
2006-11-20,-0.73,0.1,-0.45,-1.01
2006-11-21,0.25,-0.05,-2.27,0.2
2006-11-22,1.2,0.16,0.05,-0.03
2006-11-23,-0.26,0.23,1.14,-0.68
2006-11-24,0.08,,,-0.33
2006-11-27,0.2,-0.37,-1.13,-0.29
2006-11-28,-1,-1.36,0.96,-1.18
2006-11-29,0.76,0.35,-0.19,-0.4
2006-11-30,0.63,0.92,1.39,0.97
2006-12-01,0.17,0.08,1.23,-0.59
2006-12-04,-0.52,-0.28,0.29,-0.45
2006-12-05,-0.42,0.89,-0.11,0.48
2006-12-06,-0.51,0.4,-0.23,0.6
2006-12-07,-0.22,-0.13,0.65,0.06
2006-12-08,-1.48,-0.4,0.62,0.68
2006-12-11,0.01,0.18,-0.34,0.34
2006-12-12,-0.87,0.23,0.67,0.12
2006-12-13,0.46,-0.1,0.66,-0.06
2006-12-14,2.7,0.12,0.33,0.59
2006-12-15,0.14,0.87,0.82,0.57
2006-12-18,0.85,0.11,0.51,0.51
2006-12-19,-0.4,-0.32,0.28,-0.2
2006-12-20,1.03,0.22,-1.09,-0.7
2006-12-21,-0.39,-0.14,1.4,-0.09
2006-12-22,0.09,-0.37,0.22,-0.24
2006-12-26,-0.19,-0.53,0.34,0.1
2006-12-27,-0.71,0.44,0.45,
2006-12-28,0.59,0.7,0.31,0.89
,,-0.15,0.01,-0.07
