date,kor,usa,jpn,uk
2015-06-26,0.27,-0.3,-0.46,-0.54
2015-06-29,-1.27,-0.04,-0.31,-0.79
2015-06-30,0.4,-2.09,-2.88,-1.97
2015-07-01,1.11,0.27,0.63,-1.5
2015-07-02,0.17,0.69,0.46,1.34
2015-07-03,-0.33,-0.03,0.95,0.33
2015-07-06,-2.5,,0.08,-0.67
2015-07-07,-0.1,-0.39,-2.08,-0.76
2015-07-08,-1.25,0.61,1.31,-1.58
2015-07-09,0.75,-1.67,-3.14,0.91
2015-07-10,0.02,0.23,0.6,1.4
2015-07-13,1.22,1.23,-0.38,1.39
2015-07-14,-0.48,1.11,1.57,0.97
2015-07-15,0.41,0.45,1.47,0.23
2015-07-16,0.73,-0.07,0.38,0
2015-07-17,-0.49,0.8,0.67,0.63
2015-07-20,-0.53,0.11,0.25,-0.31
2015-07-21,0.58,0.08,,0.2
2015-07-22,-0.99,-0.43,0.93,-0.29
2015-07-23,-0.23,-0.24,-1.19,-1.5
2015-07-24,-0.97,-0.57,0.44,-0.18
2015-07-27,0.03,-1.07,-0.67,-1.13
2015-07-28,0.09,-0.58,-0.95,-1.13
2015-07-29,0.31,1.24,-0.1,0.77
2015-07-30,-0.96,0.73,-0.13,1.16
2015-07-31,0.28,0,1.08,0.57
2015-08-03,-1.15,-0.23,0.3,0.41
2015-08-04,0.86,-0.28,-0.18,-0.11
2015-08-05,-0.18,-0.22,-0.14,-0.03
2015-08-06,-1.27,0.31,0.46,0.98
2015-08-07,-0.1,-0.78,0.24,-0.08
2015-08-10,-0.25,-0.29,0.29,-0.42
2015-08-11,-0.53,1.28,0.41,0.26
2015-08-12,-0.28,-0.96,-0.42,-1.06
2015-08-13,0.03,0.1,-1.58,-1.4
2015-08-17,-0.82,-0.13,0.99,-0.04
2015-08-18,-0.07,0.52,0.49,-0.01
2015-08-19,-0.4,-0.26,-0.32,-0.37
2015-08-20,-1.14,-0.83,-1.61,-1.88
2015-08-21,-1.92,-2.11,-0.94,-0.56
2015-08-24,-2.47,-3.19,-2.98,-2.83
2015-08-25,0.7,-3.94,-4.61,-4.67
2015-08-26,2.08,-1.35,-3.96,3.09
2015-08-27,0.54,3.9,3.2,-1.68
2015-08-28,1.49,2.43,1.08,3.56
2015-08-31,0.19,0.06,3.03,0.9
2015-09-01,-1.4,-0.84,-1.28,
2015-09-02,0.16,-2.96,-3.84,-3.03
2015-09-03,0.21,1.83,-0.39,0.41
2015-09-04,-1.09,0.12,0.48,1.82
2015-09-07,-0.26,-1.53,-2.15,-2.44
2015-09-08,0.2,,0.38,0.52
2015-09-09,2.92,2.51,-2.43,1.18
2015-09-10,1.19,-1.39,7.71,1.35
2015-09-11,-1.45,0.53,-2.51,-1.18
2015-09-14,-0.29,0.45,-0.19,-0.62
2015-09-15,0.23,-0.41,-1.63,-0.54
2015-09-16,2.22,1.28,0.34,0.87
2015-09-17,0.21,0.87,0.81,1.49
2015-09-18,0.76,-0.26,1.43,-0.68
2015-09-21,-1.82,-1.62,-1.96,-1.34
2015-09-22,0.83,0.46,,0.08
2015-09-23,-1.85,-1.23,,-2.83
2015-09-24,0,-0.2,,1.62
2015-09-25,-0.2,-0.34,-2.76,-1.17
2015-09-30,1.25,-0.05,1.76,2.47
2015-10-01,0.81,1.91,2.7,2.58
2015-10-02,-0.62,0.2,1.92,0.18
2015-10-05,0.35,1.43,0.02,0.95
2015-10-06,0.92,1.83,1.58,2.76
2015-10-07,1.39,-0.36,1,0.43
2015-10-08,1.03,0.8,0.75,0.16
2015-10-12,0.19,0.88,-0.99,0.61
2015-10-13,-0.18,0.13,,-0.7
2015-10-14,-0.45,-0.68,-1.11,-0.45
2015-10-15,1.2,-0.47,-1.89,-1.15
2015-10-16,-0.21,1.49,1.15,1.1
2015-10-19,0.04,0.46,1.08,0.62
2015-10-20,0.43,0.03,-0.88,-0.4
2015-10-21,0.29,-0.14,0.42,-0.11
2015-10-22,-0.81,-0.58,1.91,0.05
2015-10-23,0.89,1.66,-0.64,0.44
2015-10-26,0.38,1.1,2.11,1.06
2015-10-27,-0.13,-0.19,0.65,-0.42
2015-10-28,-0.1,-0.26,-0.9,-0.81
2015-10-29,-0.34,1.18,0.67,1.14
2015-10-30,0.19,-0.04,0.17,-0.65
2015-11-02,0.48,-0.48,0.78,-0.54
2015-11-03,0.61,1.19,-2.1,0.01
2015-11-04,0.08,0.27,,0.34
2015-11-05,-0.21,-0.35,1.3,0.46
2015-11-06,-0.61,-0.11,1,-0.75
2015-11-09,-0.42,-0.03,0.78,-0.17
2015-11-10,-1.34,-0.98,1.96,-0.92
2015-11-11,0,0.15,0.15,-0.32
2015-11-12,-0.29,-0.32,0.1,0.35
2015-11-13,-0.99,-1.4,0.03,-1.88
2015-11-16,-1.58,-1.12,-0.51,-0.98
2015-11-17,1,1.49,-1.04,0.46
2015-11-18,0.07,-0.13,1.22,1.99
2015-11-19,1.39,1.62,0.09,0.16
2015-11-20,0,-0.11,1.07,0.81
2015-11-23,0.46,0.38,0.1,0.07
2015-11-24,0.65,-0.12,,-0.46
2015-11-25,-0.38,0.12,0.23,-0.45
2015-11-26,1.16,-0.01,-0.39,0.96
2015-11-27,-0.14,,0.49,0.88
2015-11-30,-1.94,0.06,-0.3,-0.28
2015-12-01,1.83,-0.46,-0.69,-0.3
2015-12-02,-0.84,1.07,1.34,0.62
2015-12-03,-0.78,-1.1,-0.37,0.4
2015-12-04,-1.03,-1.44,0.01,-2.27
2015-12-07,-0.61,2.05,-2.18,-0.59
2015-12-08,-0.6,-0.7,0.99,-0.24
2015-12-09,0.07,-0.65,-1.04,-1.42
2015-12-10,0.5,-0.77,-0.98,-0.14
2015-12-11,-0.1,0.23,-1.32,-0.63
2015-12-14,-0.91,-1.94,0.97,-2.22
2015-12-15,0.26,0.48,-1.8,-1.32
2015-12-16,1.96,1.06,-1.68,2.45
2015-12-17,0.28,1.45,2.61,0.72
2015-12-18,-0.48,-1.5,1.59,0.68
2015-12-21,0.31,-1.78,-1.9,-0.82
2015-12-22,0.71,0.78,-0.37,-0.29
2015-12-23,0.43,0.88,-0.16,0.8
2015-12-24,-0.49,1.24,,2.6
2015-12-28,-1.44,-0.16,-0.51,0.22
2015-12-29,-0.24,-0.22,0.56,
2015-12-30,-0.35,1.06,0.58,0.96
2016-01-04,-2.39,-0.72,0.27,-0.64
2016-01-05,0.64,-1.53,-3.06,-2.39
2016-01-06,-0.65,0.2,-0.42,0.72
2016-01-07,-1.14,-1.31,-0.99,-1.04
2016-01-08,0.75,-2.37,-2.33,-1.96
2016-01-11,-1.22,-1.08,-0.39,-0.7
2016-01-12,-0.12,0.09,,-0.69
2016-01-13,1.29,0.78,-2.71,0.98
2016-01-14,-0.92,-2.5,2.88,0.54
2016-01-15,-1.12,1.67,-2.68,-0.72
2016-01-18,-0.08,-2.16,-0.54,-1.93
2016-01-19,0.65,,-1.12,-0.42
2016-01-20,-2.41,0.06,0.55,1.68
2016-01-21,-0.33,-1.17,-3.71,-3.46
2016-01-22,2.23,0.52,-2.43,1.77
2016-01-25,0.62,2.03,5.88,2.19
2016-01-26,-1.31,-1.56,0.9,-0.39
2016-01-27,1.66,1.41,-2.35,0.59
2016-01-28,0.24,-1.09,2.72,1.33
2016-01-29,0.25,0.55,-0.71,-0.98
2016-02-01,0.68,2.48,2.8,2.56
2016-02-02,-1.1,-0.04,1.98,-0.39
2016-02-03,-0.92,-1.87,-0.64,-2.28
2016-02-04,1.72,0.5,-3.15,-1.43
2016-02-05,0.17,0.15,-0.85,1.06
2016-02-11,-2.83,-1.85,-1.32,-0.86
2016-02-12,-0.76,-1.23,,-2.39
2016-02-15,1.52,1.95,-4.84,3.08
2016-02-16,1.37,,7.16,2.04
2016-02-17,0.18,1.65,0.2,0.65
2016-02-18,1.21,1.65,-1.36,2.87
2016-02-19,0.23,-0.47,2.28,-0.97
2016-02-22,-0.14,0,-1.42,-0.36
2016-02-23,0.03,1.45,0.9,1.47
2016-02-24,-0.05,-1.25,-0.37,-1.25
2016-02-25,0.2,0.44,-0.85,-1.6
2016-02-26,-0.06,1.13,1.41,2.48
2016-02-29,-0.25,-0.19,0.3,1.38
2016-03-02,1.7,-0.81,-1,0.02
2016-03-03,0.61,0.41,4.11,-0.09
2016-03-04,-0.15,0.35,1.28,-0.27
2016-03-07,0.2,0.33,0.32,1.13
2016-03-08,-0.74,0.09,-0.61,-0.27
2016-03-09,0.29,-1.12,-0.76,-0.92
2016-03-10,0.96,0.51,-0.84,0.34
2016-03-11,0.22,0.02,1.26,-1.78
2016-03-14,0.07,1.64,0.51,1.71
2016-03-15,-0.13,-0.13,1.74,0.57
2016-03-16,0.22,-0.18,-0.68,-0.56
2016-03-17,0.72,0.56,-0.83,0.58
2016-03-18,0.22,0.66,-0.22,0.42
2016-03-21,-0.14,0.44,-1.25,-0.19
2016-03-22,0.46,0.1,,-0.08
2016-03-23,-0.07,-0.09,1.94,0.13
2016-03-24,-0.47,-0.64,-0.28,0.1
2016-03-25,-0.12,-0.04,-0.64,-1.49
2016-03-28,0.07,,0.65,
2016-03-29,0.65,0.05,0.77,
2016-03-30,0.41,0.88,-0.18,-0.01
2016-03-31,-0.28,0.44,-1.31,1.59
2016-04-01,-1.42,-0.2,-0.71,-0.46
2016-04-04,0.28,0.63,-3.55,-0.47
2016-04-05,-1.02,-0.32,-0.25,0.3
2016-04-06,0.59,-1.01,-2.42,-1.19
2016-04-07,0.12,1.05,-0.11,1.16
2016-04-08,-0.21,-1.2,0.22,-0.4
2016-04-11,0.12,0.28,0.46,1.1
2016-04-12,0.68,-0.27,-0.44,-0.07
2016-04-14,2.13,0.97,1.13,0.68
2016-04-15,-0.14,0.02,3.23,0.03
2016-04-18,-0.21,-0.1,-0.37,-0.34
2016-04-19,-0.05,0.65,-3.4,0.15
2016-04-20,-0.25,0.31,3.68,0.82
2016-04-21,0.86,0.08,0.19,0.08
2016-04-22,-0.43,-0.52,2.7,-0.45
2016-04-25,-0.08,0,1.2,-1.11
2016-04-26,0.32,-0.18,-0.76,-0.78
2016-04-27,-0.09,0.19,-0.49,0.38
2016-04-28,-0.97,0.16,-0.36,0.56
2016-04-29,-0.43,-0.92,-3.61,0.04
2016-05-02,-0.71,-0.51,,-1.27
2016-05-03,0.34,0.78,-3.11,
2016-05-04,-0.4,-0.87,,-0.9
2016-05-09,-0.44,-0.59,,-1.19
2016-05-10,0.6,0.08,0.68,-0.18
2016-05-11,-0.25,1.25,2.15,0.68
2016-05-12,-0.3,-0.96,0.08,0.09
2016-05-13,-0.72,-0.02,0.41,-0.95
2016-05-16,0.09,-0.85,-1.41,0.56
2016-05-17,0.09,0.98,0.33,0.21
2016-05-18,-0.5,-0.94,1.13,0.27
2016-05-19,-0.33,0.02,-0.05,-0.03
2016-05-20,-0.13,-0.37,0.01,-1.82
2016-05-23,0.46,0.6,0.54,1.7
2016-05-24,-0.92,-0.21,-0.49,-0.32
2016-05-25,1.37,1.37,-0.94,1.35
2016-05-26,-0.14,0.7,1.57,0.7
2016-05-27,0.53,-0.02,0.09,0.04
2016-05-30,-0.05,0.43,0.37,0.08
2016-05-31,0.79,,1.39,
2016-06-01,-0.02,-0.1,0.98,-0.64
2016-06-02,0.25,0.11,-1.62,-0.62
2016-06-03,0.09,0.28,-2.32,-0.1
2016-06-07,1.42,-0.29,0.48,0.39
2016-06-08,0.88,0.13,0.58,0.18
2016-06-09,0.06,0.33,0.93,0.27
2016-06-10,-0.49,-0.17,-0.97,-1.1
2016-06-13,-1.97,-0.92,-0.4,-1.86
2016-06-14,-0.29,-0.81,-3.51,-1.16
2016-06-15,-0.02,-0.18,-1,-2.01
2016-06-16,-0.69,-0.18,0.38,0.73
2016-06-17,0.01,0.31,-3.05,-0.27
2016-06-20,1.47,-0.33,1.07,1.19
2016-06-21,0.07,0.58,2.34,3.04
2016-06-22,0.57,0.27,1.28,0.36
2016-06-23,-0.18,-0.17,-0.64,0.56
2016-06-24,-2.88,1.34,1.07,1.23
2016-06-27,0.03,-3.59,-7.92,-3.15
2016-06-28,0.33,-1.81,2.39,-2.55
2016-06-29,0.93,1.78,0.09,2.64
2016-06-30,0.75,1.7,1.59,3.58
2016-07-01,0.97,1.36,0.06,2.27
2016-07-04,0.45,0.19,0.68,1.13
2016-07-05,-0.29,,0.6,-0.84
2016-07-06,-2.05,-0.68,-0.67,0.35
2016-07-07,1.13,0.54,-1.85,-1.25
2016-07-08,-0.48,-0.09,-0.67,1.09
2016-07-11,1.46,1.53,-1.11,0.87
2016-07-12,0.06,0.34,3.98,1.4
2016-07-13,0.85,0.7,2.46,-0.03
2016-07-14,0.22,0.01,0.84,-0.15
2016-07-15,0.49,0.53,0.95,-0.24
2016-07-18,0.2,-0.09,0.68,0.22
2016-07-19,-0.22,0.24,,0.39
2016-07-20,-0.12,-0.14,1.37,0.03
2016-07-21,-0.09,0.43,-0.25,0.47
2016-07-22,-0.16,-0.36,0.77,-0.43
2016-07-25,0.24,0.46,-1.09,0.46
2016-07-26,0.83,-0.3,-0.04,-0.3
2016-07-27,0,0.03,-1.43,0.21
2016-07-28,-0.34,-0.12,1.72,0.39
2016-07-29,-0.15,0.16,-1.13,-0.44
2016-08-01,0.93,0.16,0.56,0.05
2016-08-02,-0.74,-0.13,0.4,-0.45
2016-08-03,-1.3,-0.64,-1.47,-0.73
2016-08-04,0.24,0.31,-1.88,-0.17
2016-08-05,1.25,0.02,1.07,1.59
2016-08-08,0.69,0.86,0,0.79
2016-08-09,0.68,-0.09,2.44,0.23
2016-08-10,-0.16,0.04,0.69,0.62
2016-08-11,0.29,-0.29,-0.18,0.22
2016-08-12,0,0.47,,0.7
2016-08-16,-0.01,-0.08,1.1,0.02
2016-08-17,-0.04,-0.55,-1.62,-0.68
2016-08-18,0.81,0.19,0.9,-0.5
2016-08-19,0.22,0.22,-1.55,0.14
2016-08-22,-0.55,-0.14,0.36,-0.15
2016-08-23,0.45,-0.06,0.32,-0.44
2016-08-24,-0.43,0.2,-0.61,0.59
2016-08-25,-0.02,-0.52,0.61,-0.48
2016-08-26,-0.4,-0.14,-0.25,-0.28
2016-08-29,0.1,-0.16,-1.18,0.31
2016-08-30,0.39,0.52,2.3,
2016-08-31,-0.24,-0.2,-0.07,-0.25
2016-09-01,-0.33,-0.24,0.97,-0.58
2016-09-02,0.18,0,0.23,-0.52
2016-09-05,1.22,0.42,-0.01,2.2
2016-09-06,0.5,,0.66,-0.22
2016-09-07,-0.24,0.3,0.26,-0.78
2016-09-08,0.21,-0.01,-0.41,0.3
2016-09-09,-1.36,-0.22,-0.32,0.18
2016-09-12,-2.63,-2.45,0.04,-1.19
2016-09-13,0.49,1.47,-1.73,-1.12
2016-09-19,0.86,-1.48,0.34,-0.53
2016-09-20,0.46,0,,1.54
2016-09-21,0.56,0.03,-0.16,0.25
2016-09-22,0.71,1.09,1.91,0.06
2016-09-23,0.01,0.65,,1.12
2016-09-26,-0.34,-0.57,-0.32,-0.03
2016-09-27,0.81,-0.86,-1.25,-1.32
2016-09-28,-0.52,0.64,0.84,-0.15
2016-09-29,0.83,0.53,-1.31,0.61
2016-09-30,-1.1,-0.93,1.39,1.02
2016-10-04,0.66,0.8,-1.46,-0.29
2016-10-05,-0.07,-0.5,0.83,1.3
2016-10-06,0.83,0.43,0.5,-0.58
2016-10-07,-0.41,0.05,0.47,-0.47
2016-10-10,0.1,-0.33,-0.23,0.63
2016-10-11,-1.6,0.46,,0.75
2016-10-12,0.02,-1.24,0.98,-0.38
2016-10-13,-0.89,0.11,-1.09,-0.66
2016-10-14,0.46,-0.31,-0.39,-0.66
2016-10-17,0.43,0.02,0.49,0.51
2016-10-18,0.7,-0.3,0.26,-0.94
2016-10-19,0.09,0.62,0.38,0.76
2016-10-20,0.08,0.22,0.21,0.31
2016-10-21,-0.45,-0.14,1.39,0.07
2016-10-24,0.86,-0.01,-0.3,-0.09
2016-10-25,-0.35,0.47,0.29,-0.49
2016-10-26,-1.18,-0.38,0.76,0.45
2016-10-27,0.45,-0.17,0.15,-0.85
2016-10-28,-0.05,-0.3,-0.32,0.41
2016-10-31,-0.23,-0.31,0.63,0.14
2016-11-01,0.02,-0.01,-0.12,-0.6
2016-11-02,-1.23,-0.68,0.1,-0.53
2016-11-03,0.03,-0.65,-1.76,-1.04
2016-11-04,-0.13,-0.44,,-0.8
2016-11-07,0.8,-0.17,-1.34,-1.43
2016-11-08,0.26,2.22,1.61,1.7
2016-11-09,-2.19,0.38,-0.03,0.53
2016-11-10,2.26,1.11,-5.36,1
2016-11-11,-1.3,0.2,6.72,-1.21
2016-11-14,-0.79,-0.14,0.18,-1.43
2016-11-15,-0.32,-0.01,1.71,0.34
2016-11-16,0.45,0.75,-0.03,0.59
2016-11-17,0.06,-0.16,1.1,-0.63
2016-11-18,-0.1,0.47,0,0.67
2016-11-21,-0.28,-0.24,0.59,-0.28
2016-11-22,1.15,0.75,0.77,0.03
2016-11-23,0.51,0.22,0.31,0.62
2016-11-24,-0.64,0.08,,-0.03
2016-11-25,0.09,,0.94,0.17
2016-11-28,0.28,0.39,0.26,0.17
2016-11-29,-0.02,-0.53,-0.13,-0.6
2016-11-30,0.53,0.13,-0.27,-0.4
2016-12-01,0.09,-0.27,0.01,0.17
2016-12-02,-0.63,-0.35,1.12,-0.45
2016-12-05,-0.29,0.04,-0.47,-0.33
2016-12-06,1.38,0.58,-0.82,0.24
2016-12-07,0.28,0.34,0.47,0.49
2016-12-08,2.21,1.32,0.74,1.81
2016-12-09,-0.42,0.22,1.45,0.42
2016-12-12,-0.07,0.59,1.23,0.33
2016-12-13,0.35,-0.11,0.84,-0.92
2016-12-14,0.14,0.65,0.5,1.13
2016-12-15,-0.21,-0.81,0.02,-0.28
2016-12-16,0.42,0.39,0.1,0.72
2016-12-19,-0.24,-0.18,0.66,0.18
2016-12-20,0.25,0.2,-0.05,0.08
2016-12-21,-0.19,0.36,0.53,0.38
2016-12-22,-0.05,-0.25,-0.26,-0.04
2016-12-23,-0.14,-0.19,-0.09,0.32
2016-12-26,0.11,0.13,,0.06
2016-12-27,0.23,,-0.16,
2016-12-28,-1.06,0.22,0.03,
2016-12-29,0.12,-0.84,-0.01,0.54
2017-01-02,0.13,-0.03,-1.32,0.2
2017-01-03,1,,,
2017-01-04,0.06,0.85,,0.49
2017-01-05,-0.43,0.57,2.51,0.17
2017-01-06,0.47,-0.08,-0.37,0.08
2017-01-09,0.21,0.35,-0.34,0.2
2017-01-10,0,-0.35,,0.38
2017-01-11,1.68,0,-0.79,0.52
2017-01-12,0.67,0.28,0.33,0.21
2017-01-13,-0.76,-0.21,-1.19,0.03
2017-01-16,-0.66,0.18,0.8,0.62
2017-01-17,0.46,,-1,-0.15
2017-01-18,-0.11,-0.3,-1.48,-1.46
2017-01-19,0.23,0.18,0.43,0.38
2017-01-20,-0.44,-0.36,0.94,-0.54
2017-01-23,0.23,0.34,0.34,-0.14
2017-01-24,0.07,-0.27,-1.29,-0.66
2017-01-25,0.32,0.66,-0.55,-0.01
2017-01-26,0.87,0.8,1.43,0.2
2017-01-31,-0.88,-0.07,1.81,-0.04
2017-02-01,0.55,-0.09,-1.69,-0.27
2017-02-02,-0.4,0.03,0.56,0.12
2017-02-03,0.13,0.06,-1.22,0.47
2017-02-06,0.24,0.73,0.02,0.67
2017-02-07,-0.19,-0.21,0.31,-0.22
2017-02-08,-0.46,0.02,-0.35,0.2
2017-02-09,-0.01,0.07,0.51,0.04
2017-02-10,0.36,0.58,-0.53,0.57
2017-02-13,0.06,0.36,2.49,0.4
2017-02-14,-0.34,0.52,0.41,0.28
2017-02-15,0.34,0.4,-1.13,-0.14
2017-02-16,0.04,0.5,1.03,0.47
2017-02-17,-0.03,-0.09,-0.47,-0.34
2017-02-20,0.33,0.17,-0.58,0.3
2017-02-21,0.88,,0.09,0
2017-02-22,0.27,0.6,0.68,-0.34
2017-02-23,0.01,-0.11,-0.01,0.38
2017-02-24,-0.92,0.04,-0.04,-0.42
2017-02-27,-0.52,0.15,-0.45,-0.38
2017-02-28,0.41,0.1,-0.91,0.13
2017-03-02,0.96,-0.26,0.06,0.14
2017-03-03,-1.06,-0.59,0.88,-0.01
2017-03-06,0.24,0.05,-0.49,-0.11
2017-03-07,0.54,-0.33,-0.46,-0.33
2017-03-08,0.15,-0.29,-0.18,-0.15
2017-03-09,-0.25,-0.23,-0.47,-0.06
2017-03-10,0.25,0.08,0.34,-0.27
2017-03-13,1.15,0.33,1.48,0.38
2017-03-14,0.9,0.04,0.15,0.33
2017-03-15,0,-0.34,-0.12,-0.13
2017-03-16,0.8,0.84,-0.16,0.15
2017-03-17,0.62,-0.16,0.07,0.64
2017-03-20,-0.39,-0.13,-0.35,0.12
2017-03-21,1.1,-0.2,,0.07
2017-03-22,-0.43,-1.24,-0.34,-0.69
2017-03-23,0.06,0.19,-2.13,-0.73
2017-03-24,-0.18,-0.11,0.23,0.22
2017-03-27,-0.69,-0.08,0.93,-0.05
2017-03-28,0.32,-0.1,-0.39,-0.59
2017-03-29,0.22,0.73,1.14,0.68
2017-03-30,-0.07,0.11,0.08,0.41
2017-03-31,-0.36,0.29,-0.8,-0.06
2017-04-03,0.34,-0.23,-0.81,-0.63
2017-04-04,-0.24,-0.16,0.02,-0.55
2017-04-05,-0.06,0.06,-0.91,0.54
2017-04-06,-0.45,-0.31,0.27,0.13
2017-04-07,-0.16,0.19,-1.4,-0.39
2017-04-10,-0.65,-0.08,0.36,0.63
2017-04-11,-0.62,0.07,-0.01,-0.01
2017-04-12,0.26,-0.14,-0.27,0.23
2017-04-13,1.05,-0.38,-1.04,-0.22
2017-04-14,-0.65,-0.68,-0.68,-0.29
2017-04-17,0.28,,-0.49,
2017-04-18,0.05,0.86,0.63,
2017-04-19,-0.63,-0.29,0.35,-2.46
2017-04-20,0.46,-0.17,0.07,-0.46
2017-04-21,0.82,0.76,-0.01,0.06
2017-04-24,0.68,-0.3,1.03,-0.06
2017-04-25,1.22,1.08,-0.18,2.11
