Symbol,Name,year,gross_profit,oper_income
A004870,티웨이홀딩스,2019,6.49,-2.91
A100220,비상교육,2019,51.86,11.00
A003080,성보화학,2019,20.23,-10.40
A085310,엔케이,2019,10.48,-6.03
A004450,삼화왕관,2019,19.32,7.84
A005870,휴니드,2019,13.63,4.50
A005190,동성화학,2019,26.04,12.59
A058730,다스코,2019,14.04,1.42
A002710,TCC스틸,2019,7.22,2.94
A009310,참엔지니어링,2019,24.54,-12.12
A008600,윌비스,2019,10.22,-7.32
A002200,한국수출포장,2019,17.46,7.10
A016880,웅진,2019,45.73,9.17
A003610,방림,2019,15.00,1.60
A016090,대현,2019,56.64,6.76
A021820,세원정공,2019,-6.65,-13.71
A004140,동방,2019,11.10,3.31
A014440,영보화학,2019,23.90,6.44
A092780,동양피스톤,2019,12.91,5.08
A075180,새론오토모티브,2019,6.80,-2.50
A133820,화인베스틸,2019,3.86,-2.10
A005110,한창,2019,27.41,10.67
A015540,쎌마테라퓨틱스,2019,3.20,-164.58
A084670,동양고속,2019,14.20,7.10
A010040,한국내화,2019,13.01,4.01
A002920,유성기업,2019,8.68,4.72
A090370,메타랩스,2019,33.48,-2.32
A009770,삼정펄프,2019,10.08,4.56
A003720,삼영화학,2019,10.25,-0.81
A006340,대원전선,2019,3.46,0.25
A011690,유양디앤유,2019,6.69,-4.71
A001560,제일연마,2019,21.27,8.54
A014130,한익스프레스,2019,3.59,2.07
A000850,화천기공,2019,18.16,3.33
A069730,DSR제강,2019,9.23,2.72
A003010,혜인,2019,15.33,4.52
A111110,호전실업,2019,20.50,6.24
A008260,NI스틸,2019,15.80,8.16
A000590,CS홀딩스,2019,24.52,12.61
A004910,조광페인트,2019,14.91,-0.18
A001080,만호제강,2019,7.17,-0.65
A012320,경동인베스트,2019,17.82,8.08
A010100,한국프랜지,2019,7.06,1.56
A024890,대원화성,2019,19.88,5.03
A017370,우신시스템,2019,9.24,0.44
A044380,주연테크,2019,9.35,-5.44
A010660,화천기계,2019,5.75,-5.82
A006570,대림통상,2019,12.80,-1.35
A009180,한솔로지스틱스,2019,8.20,2.07
A090080,평화산업,2019,4.61,-0.65
A023150,MH에탄올,2019,32.96,9.68
A001020,페이퍼코리아,2019,11.95,-0.49
A004090,한국석유,2019,10.64,1.27
A011090,에넥스,2019,8.58,-0.78
A024900,덕양산업,2019,1.03,-0.63
A041650,상신브레이크,2019,22.06,4.00
A069460,대호에이엘,2019,2.89,-0.81
A008870,금비,2019,21.79,6.17
A003780,진양산업,2019,24.56,14.78
A025820,이구산업,2019,2.53,0.31
A010400,우진아이엔에스,2019,5.84,0.82
A033250,체시스,2019,4.85,-2.70
A002820,선창산업,2019,7.05,-4.11
A051630,진양화학,2019,5.09,-6.17
A072130,유엔젤,2019,41.26,-8.84
A092200,디아이씨,2019,2.44,-5.95
A008420,문배철강,2019,5.78,1.60
A005010,휴스틸,2019,3.01,-2.41
A012170,키위미디어그룹,2019,18.18,-34.54
A003680,한성기업,2019,14.62,-3.06
A011700,한신기계,2019,17.20,4.11
A025560,미래산업,2019,14.19,-20.49
A006660,삼성공조,2019,7.28,-5.42
A004410,서울식품,2019,20.53,0.58
A088790,진도,2019,39.68,-3.75
A018470,조일알미늄,2019,-0.46,-3.90
A013360,일성건설,2019,6.87,1.97
A007610,선도전기,2019,7.34,-1.87
A000950,전방,2019,-15.76,-22.18
A023810,인팩,2019,12.31,-0.12
A010770,평화홀딩스,2019,8.27,-0.61
A007630,폴루스바이오팜,2019,8.84,-44.88
A001210,금호전기,2019,26.98,-6.63
A123700,SJM,2019,21.30,4.09
A008110,대동전자,2019,22.61,3.80
A006880,신송홀딩스,2019,9.35,-0.12
A007120,미래아이앤지,2019,27.88,1.84
A023350,한국종합기술,2019,7.51,-0.96
A005820,원림,2019,20.49,5.29
A025530,SJM홀딩스,2019,23.32,3.92
A030720,동원수산,2019,16.86,9.24
A049800,우진플라임,2019,21.26,-4.58
A019180,티에이치엔,2019,14.86,5.35
A000760,이화산업,2019,18.05,-2.74
A005030,부산주공,2019,4.29,-4.36
A001620,케이비아이동국실업,2019,7.27,-2.27
A084870,TBH글로벌,2019,58.80,2.10
A002220,한일철강,2019,2.33,-4.23
A006200,한국전자홀딩스,2019,13.57,-5.58
A004100,태양금속,2019,7.68,-3.74
A109070,컨버즈,2019,3.70,-13.12
A011420,갤럭시아에스엠,2019,6.25,-1.59
A069640,한세엠케이,2019,52.79,-7.77
A014910,성문전자,2019,11.14,-4.33
A009140,경인전자,2019,19.19,-12.11
A024070,WISCOM,2019,6.04,0.72
A002690,동일제강,2019,4.80,0.77
A023960,에쓰씨엔지니어링,2019,14.77,1.20
A071950,코아스,2019,28.35,2.73
A010640,진양폴리,2019,19.48,8.84
A011230,삼화전자,2019,14.48,-0.53
A009810,엔케이물산,2019,4.44,-15.55
A018500,동원금속,2019,16.67,4.41
A010420,한솔PNS,2019,9.15,1.70
A015260,에이엔피,2019,0.22,-6.21
A071090,하이스틸,2019,5.62,0.52
A001420,태원물산,2019,6.53,0.31
A003280,흥아해운,2019,5.54,-12.10
A015020,이스타코,2019,31.46,16.51
A004920,씨아이테크,2019,31.76,-7.67
A002420,세기상사,2019,4.28,-8.87
A001770,신화실업,2019,7.04,1.37
A008500,일정실업,2019,-17.39,-41.05
A011300,성안,2019,3.47,-6.01
A010580,지코,2019,1.68,-5.74
A019490,하이트론,2019,-10.09,-44.05
A025890,한국주강,2019,-6.00,-13.52
