Symbol,Name,year,asset,lev,sales,gross_profit,oper_income,net_income
A004560,현대비앤지스틸,2019,609,51.04,733,10.02,4.98,2.97
A004690,삼천리,2019,3912,180.87,3462,10.48,2.47,1.04
A004710,한솔테크닉스,2019,495,89.17,972,12.03,2.62,0.66
A004720,우리들제약,2019,100,77.85,95,52.98,1.25,0.25
A004770,써니전자,2019,61,14.14,26,35.27,16.49,2.4
A004800,효성,2019,6527,140.83,3373,16.15,7.02,4.45
A004830,덕성,2019,103,63.32,87,13.82,0.54,0.21
A004840,DRB동일,2019,745,61.48,547,21.79,4.84,2.46
A004870,티웨이홀딩스,2019,871,254.38,818,6.49,-2.91,-5.83
A004890,동일산업,2019,405,14.43,355,4.41,-0.28,1.06
A004910,조광페인트,2019,313,80.94,203,14.91,-0.18,-1.14
A004920,씨아이테크,2019,56,79.22,41,31.76,-7.67,-11.2
A004960,한신공영,2019,1651,221.33,1623,11.85,7.67,4.44
A004970,신라교역,2019,620,19.65,370,9.69,-1.15,2.79
A004980,성신양회,2019,1029,157.18,707,18.97,2.93,2.46
A004990,롯데지주,2019,15606,100.27,8856,29.27,1.97,-4.65
A005010,휴스틸,2019,579,46.03,537,3.01,-2.41,-2.34
A005030,부산주공,2019,282,838.02,205,4.29,-4.36,-10.55
A005070,코스모신소재,2019,262,78.23,244,4.98,-1.48,-2.41
A005090,삼광글라스,2019,696,122.61,284,10.68,0.39,0.15
A005110,한창,2019,92,243.5,69,27.41,10.67,-2.62
A005180,빙그레,2019,685,19.92,878,26.32,5.21,4.67
A005190,동성화학,2019,189,52.39,201,26.04,12.59,6.75
A005250,녹십자홀딩스,2019,2774,84.11,1525,28.19,1.99,-2
A005300,롯데칠성,2019,3257,165.19,2430,40.49,4.43,-5.93
A005320,국동,2019,133,106.66,223,15.51,-1.9,-1.78
A005360,모나미,2019,182,140.37,132,34.57,1.39,-1.27
A005380,현대차,2019,194512,154.71,105746,16.7,3.41,3.01
A005390,신성통상,2019,690,198.73,955,36.51,4.27,0.55
A005420,코스모화학,2019,514,126.37,407,5.93,-1.28,-4.58
A005430,한국공항,2019,465,43.86,529,8.82,4.17,3.07
A005440,현대그린푸드,2019,2967,40.17,3124,17.22,2.88,2.05
A005490,POSCO,2019,79059,65.41,64367,9.71,6.01,3.08
A005500,삼진제약,2019,244,23.64,242,49.9,18.56,4.91
A005610,SPC삼립,2019,1196,270.67,2499,15.27,1.88,0.81
A005680,삼영전자,2019,503,3.78,201,12.32,2.31,4.26
A005690,파미셀,2019,63,22.8,32,40.12,6.05,13.38
A005720,넥센,2019,4098,103.22,2291,29.22,9.82,4.96
A005740,크라운해태홀딩스,2019,1238,169.22,1055,33.26,3.74,-2.13
A005750,대림B&Co,2019,309,93.94,236,20.57,1.75,0.86
A005800,신영와코루,2019,339,9.57,176,59.95,0.81,2.16
A005810,풍산홀딩스,2019,939,29.95,264,12.69,4.08,9.14
A005820,원림,2019,163,40.2,79,20.49,5.29,5.5
A005830,DB손해보험,2019,55778,807.09,14398,64.46,2.74,2.05
A005870,휴니드,2019,261,125.26,195,13.63,4.5,4.09
A005880,대한해운,2019,3341,273.2,1006,17.87,12.81,10.05
A005930,삼성전자,2019,352564,34.12,230401,36.09,12.05,9.44
A005940,NH투자증권,2019,50075,828.68,1387,12.06,5,4.14
A005950,이수화학,2019,1068,180.13,1516,6.36,0.62,-1.25
A005960,동부건설,2019,892,112.06,1155,9.31,4.8,5.18
A006040,동원산업,2019,2986,176.88,2683,15.22,7.22,1.92
A006060,화승인더,2019,1271,180.25,1426,17.31,7.96,5.67
A006090,사조오양,2019,311,85.7,314,14.03,7.21,4.21
A006110,삼아알미늄,2019,208,91.56,191,9.66,3.37,2.59
A006120,SK디스커버리,2019,5000,115.22,5021,8.42,3.46,4.98
A006200,한국전자홀딩스,2019,390,60.94,217,13.57,-5.58,-10.96
A006220,제주은행,2019,6193,1144.3,201,48.97,15.47,11.62
A006260,LS,2019,10764,151.99,10176,12.28,2.68,0.91
A006280,녹십자,2019,1959,65.47,1370,27.18,2.94,-0.82
A006340,대원전선,2019,190,135.94,401,3.46,0.25,-0.2
A006360,GS건설,2019,13171,217.91,10417,13.42,7.37,4.3
A006370,대구백화점,2019,674,135.37,101,100,-14.03,-18.98
A006380,카프로,2019,364,97.49,440,-7.66,-10.76,-18.81
A006390,한일현대시멘트,2019,560,173.79,384,21.97,9.17,10.76
A006400,삼성SDI,2019,19852,56.81,10097,21.94,4.58,3.98
A006490,인스코비,2019,51,97.35,75,46.18,6.29,-33.08
A006570,대림통상,2019,179,95.69,184,12.8,-1.35,-6.38
A006650,대한유화,2019,2026,13.94,2074,7.73,5.49,5.13
A006660,삼성공조,2019,258,18.14,75,7.28,-5.42,6.7
A006740,영풍제지,2019,140,16.58,100,19.38,10.91,9.31
A006800,미래에셋대우,2019,133150,1348.28,1979,12.82,4.72,4.3
A006840,AK홀딩스,2019,4328,202.67,3760,24.66,3.49,1.53
A006880,신송홀딩스,2019,200,120.51,263,9.35,-0.12,-13.06
A006890,태경케미컬,2019,136,14.46,42,27.07,2.85,23.48
A006980,우성사료,2019,336,93.88,341,15.88,-1.05,3.48
A007070,GS리테일,2019,7055,176.57,9007,21.56,2.65,1.59
A007110,일신석재,2019,87,68.05,67,15.2,2.63,1.36
A007120,미래아이앤지,2019,72,3.9,7,27.88,1.84,187.52
A007160,사조산업,2019,1137,134.51,735,7.68,2.48,-1.96
A007210,벽산,2019,463,58.71,434,14.48,-0.88,-0.4
A007280,한국특수형강,2019,314,364.76,391,1.82,-2.11,-5.71
A007310,오뚜기,2019,2152,59.83,2360,17.31,6.28,4.23
A007340,디티알오토모티브,2019,912,45.62,930,15.47,8.63,7.34
A007460,에이프로젠 KIC,2019,654,24.19,78,24.74,3.28,21.18
A007570,일양약품,2019,437,96.4,325,55.08,10.02,6.04
A007590,동방아그로,2019,194,41.46,125,28.79,6.26,5.19
A007610,선도전기,2019,167,93.05,89,7.34,-1.87,-2.41
A007630,폴루스바이오팜,2019,151,154.36,9,8.84,-44.88,-139.79
A007660,이수페타시스,2019,417,448.13,514,5.14,-4.66,-17.72
A007690,국도화학,2019,905,71.43,1121,11.33,3.75,3.13
A007700,F&F,2019,684,41.49,910,67.77,16.56,12.08
A007810,코리아써키트,2019,478,22.44,543,5.76,2.55,0.39
A007860,서연,2019,2215,175.2,2203,11.13,1.51,-4.33
A007980,태평양물산,2019,613,232.73,972,17.76,4.45,1.16
A008040,사조동아원,2019,467,136.99,412,11.01,3.02,0.22
A008060,대덕,2019,1202,15.6,1072,8.76,4.33,6.02
A008110,대동전자,2019,179,21.72,45,22.61,3.8,10.08
A008250,이건산업,2019,423,136.8,280,12.48,3.44,0.36
A008260,NI스틸,2019,259,133.28,148,15.8,8.16,4.33
A008350,남선알미늄,2019,296,65.01,325,10.74,3.57,4.46
A008420,문배철강,2019,195,75.36,163,5.78,1.6,1.46
A008490,서흥,2019,709,115.46,461,19.83,10.29,8.11
A008500,일정실업,2019,61,104.92,40,-17.39,-41.05,-34.18
A008560,메리츠증권,2019,38110,848.18,1159,9.73,5.71,4.66
A008600,윌비스,2019,281,175.93,270,10.22,-7.32,-13.53
A008700,아남전자,2019,147,153.9,243,10.09,1.28,0.18
A008730,율촌화학,2019,606,77.35,507,13.16,5.1,3.59
A008770,호텔신라,2019,3527,283.59,5717,100,5.17,2.96
A008870,금비,2019,260,59.09,201,21.79,6.17,5.27
A008930,한미사이언스,2019,911,41.06,817,100,1.98,3.76
A008970,동양철관,2019,164,105.68,163,10.73,2.27,1.09
A009070,KCTC,2019,424,115.05,446,14.48,4.26,1.84
A009140,경인전자,2019,57,4.42,13,19.19,-12.11,1.83
A009150,삼성전기,2019,8674,59.74,8041,25.51,9.13,6.57
A009160,SIMPAC,2019,679,53.93,430,10.41,2.59,2.21
A009180,한솔로지스틱스,2019,167,254.38,461,8.2,2.07,1.28
A009190,대양금속,2019,91,35.65,152,4.93,2.14,2.29
A009200,무림페이퍼,2019,2159,213.78,1124,13.73,6.12,-0.61
A009240,한샘,2019,1203,96.09,1698,27.88,3.28,2.52
A009270,신원,2019,403,100.13,675,26.1,1.33,0.08
A009290,광동제약,2019,793,77.17,1238,20.89,3.38,1.83
A009310,참엔지니어링,2019,715,804.63,113,24.54,-12.12,-14.67
A009320,대우부품,2019,77,109.78,53,14.71,-1.86,-4.64
A009410,태영건설,2019,5916,276.48,3924,16.81,9.97,2.54
A009420,한올바이오파마,2019,191,36.3,108,57.89,15.76,17.68
A009440,KC그린홀딩스,2019,816,177.26,699,19.81,3.08,2.05
A009450,경동나비엔,2019,610,102.57,774,34.18,5.79,3.6
A009460,한창제지,2019,172,100.09,181,14.89,5.98,4.07
A009470,삼화전기,2019,125,104.24,195,14.39,2.62,1.83
A009540,한국조선해양,2019,25055,93.83,15183,6.53,1.91,1.4
A009580,무림P&P,2019,1350,117.6,631,15.38,7.83,1.64
A009680,모토닉,2019,441,8.08,208,12.36,4.67,5.47
A009770,삼정펄프,2019,206,11.73,147,10.08,4.56,3.18
A009810,엔케이물산,2019,43,3.29,9,4.44,-15.55,-37.33
A009830,한화솔루션,2019,15681,170.09,9503,18.64,3.98,-2.62
A009970,영원무역홀딩스,2019,3789,47.12,2738,32.35,10.92,8.32
A010040,한국내화,2019,209,48.97,224,13.01,4.01,1.91
A010050,우리종금,2019,3399,825.3,205,41.47,26.27,26.02
A010060,OCI,2019,4811,79.14,2605,1.54,-6.93,-30.99
A010100,한국프랜지,2019,652,185.92,954,7.06,1.56,1.14
A010120,LS ELECTRIC,2019,2538,86.26,2347,19.45,7.18,4.39
A010130,고려아연,2019,7841,14.66,6695,14.21,12.03,9.54
A010140,삼성중공업,2019,13600,159.1,7350,0.83,-8.39,-17.9
A010400,우진아이엔에스,2019,133,24.59,107,5.84,0.82,1.98
A010420,한솔PNS,2019,103,151.87,234,9.15,1.7,1.35
A010580,지코,2019,75,267.52,80,1.68,-5.74,-12.81
A010600,웰바이오텍,2019,120,58.42,84,10.78,-13.6,-19.75
A010620,현대미포조선,2019,3381,43.61,2994,6.38,3.09,2.04
A010640,진양폴리,2019,43,63.24,35,19.48,8.84,21.51
A010660,화천기계,2019,158,27.07,160,5.75,-5.82,-3.84
A010690,화신,2019,808,169.71,1164,6.34,0.17,0.57
A010770,평화홀딩스,2019,503,305.43,581,8.27,-0.61,-3.75
A010780,아이에스동서,2019,2884,126.43,964,23.75,6.87,7.7
A010820,퍼스텍,2019,182,567.61,126,1.49,-3.69,-8.3
A010950,S-Oil,2019,16333,151.41,24394,4.29,1.72,0.27
A010960,삼호개발,2019,299,56.64,365,10.27,6.46,5.9
A011000,진원생명과학,2019,51,112.6,41,31.25,-19.9,-18.47
A011070,LG이노텍,2019,5771,161.76,8302,12.39,4.86,1.23
A011090,에넥스,2019,132,143.71,364,8.58,-0.78,-1.04
A011150,CJ씨푸드,2019,127,97.89,149,12.24,2.48,1.23
A011170,롯데케미칼,2019,20043,42.62,15123,12.66,7.32,5
A011200,HMM,2019,7160,556.71,5513,-0.07,-5.44,-10.7
A011210,현대위아,2019,6774,119.11,7315,5.42,1.39,0.75
A011230,삼화전자,2019,60,273.9,42,14.48,-0.53,-7.71
A011280,태림포장,2019,566,76.47,573,15.82,3.63,3.79
A011300,성안,2019,311,292.78,217,3.47,-6.01,-7.47
A011330,유니켐,2019,170,91.26,109,23.57,16.48,14.88
A011390,부산산업,2019,136,75.18,141,16.83,6.13,4.92
A011420,갤럭시아에스엠,2019,28,29.56,29,6.25,-1.59,-4.79
A011500,한농화성,2019,163,35.82,205,10.8,5.84,4.87
A011690,유양디앤유,2019,207,79.11,108,6.69,-4.71,-8.77
A011700,한신기계,2019,94,16.04,53,17.2,4.11,3.06
A011760,현대상사,2019,1445,322.7,4263,2.83,1.02,0.39
A011780,금호석유,2019,4538,72.58,4978,11.36,7.39,5.92
A011790,SKC,2019,3973,130.13,2540,17.44,6.11,2.65
A011810,STX,2019,560,895.02,1471,3.16,0.12,-2.26
A011930,신성이엔지,2019,417,240.99,451,12.82,2.15,0.46
A012030,DB,2019,363,72.12,239,23.53,7.75,1.85
A012160,영흥,2019,311,86.9,197,10.54,1.72,0.54
A012200,계양전기,2019,280,51.74,375,16.72,0.86,0.03
A012280,영화금속,2019,202,185.47,233,7.58,0.87,0.11
A012330,현대모비스,2019,46606,43.8,38049,13.74,6.2,6.03
A012450,한화에어로스페이스,2019,8708,204.99,5264,19.41,3.14,3.09
A012510,더존비즈온,2019,727,100.28,263,56.83,25.43,19.43
A012600,센트럴인사이트,2019,51,631.75,67,7.19,-11.8,-28.73
A012610,경인양행,2019,472,98.83,359,23.62,6.56,4.56
A012630,HDC,2019,4209,78.46,1617,18.59,7.92,17.02
A012690,모나리자,2019,77,18.39,118,20.91,2.35,2.06
A012750,에스원,2019,1795,35.2,2152,25.27,9.15,6.82
A012800,대창,2019,576,167.87,899,5.24,1.89,0.52
A013000,세우글로벌,2019,46,14.28,27,13.83,4.14,0.3
A013360,일성건설,2019,351,285.16,376,6.87,1.97,0.49
A013520,화승알앤에이,2019,1212,361.97,1552,18.17,4.19,1.52
A013570,디와이,2019,755,59.07,854,12.25,5.16,3.75
A013580,계룡건설,2019,2007,299.22,2276,10.44,5.97,3.28
A013700,까뮤이앤씨,2019,169,138.08,283,9.97,5.24,4.76
A013870,지엠비코리아,2019,487,108.36,478,13.21,1.78,0.38
A013890,지누스,2019,755,101.81,817,31.84,12.71,8.86
A014130,한익스프레스,2019,266,269.52,577,3.59,2.07,1
A014160,대영포장,2019,212,40.99,270,15.09,4.96,4
A014280,금강공업,2019,834,141.08,550,15.58,0.48,-0.9
A014440,영보화학,2019,181,23.23,131,23.9,6.44,3.62
A014530,극동유화,2019,290,71.27,796,5.72,2.09,1.79
A014580,태경비케이,2019,301,48.58,186,20.4,2.08,5.26
A014680,한솔케미칼,2019,939,80.42,588,29.91,18.96,15.49
A014710,사조씨푸드,2019,348,70.43,349,7.19,2.79,-1.62
A014820,동원시스템즈,2019,1155,101.23,1042,12.54,7.21,4.49
A014830,유니드,2019,1076,51.84,875,21.8,9.68,7.71
A014910,성문전자,2019,43,55.08,36,11.14,-4.33,-5.15
A014990,인디에프,2019,149,138.41,203,50.72,-0.78,-1.6
A015020,이스타코,2019,79,61.39,24,31.46,16.51,45.99
A015230,대창단조,2019,239,25.23,277,14.12,6.74,5.63
A015260,에이엔피,2019,134,127.42,106,0.22,-6.21,-5.89
A015350,부산가스,2019,1037,54.8,973,15.84,4.47,5.03
A015360,예스코홀딩스,2019,1544,153.58,1108,13.19,2,2
A015540,쎌마테라퓨틱스,2019,15,377.18,8,3.2,-164.58,-319.59
A015590,큐로,2019,217,121.95,147,19.3,13.45,2.16
A015760,한국전력,2019,197598,186.83,59173,2.35,-2.16,-3.83
A015860,일진홀딩스,2019,1189,130.13,896,16.37,3.46,2.5
A015890,태경산업,2019,561,63.57,520,19.2,2.07,4.92
A016090,대현,2019,264,32.4,300,56.64,6.76,5.55
A016360,삼성증권,2019,44730,803.76,1222,18.36,7.78,5.89
A016380,KG동부제철,2019,2355,164.8,2428,5.72,1.43,-1.38
A016450,한세예스24홀딩스,2019,1731,190.55,2771,24.55,3.53,0.11
A016580,환인제약,2019,305,11.08,159,49.74,16.44,11.69
A016590,신대양제지,2019,769,33.95,647,25.39,14.64,11.17
A016610,DB금융투자,2019,8422,937.78,302,30.49,8.81,5.89
A016710,대성홀딩스,2019,1136,110.42,919,13.71,2.6,1.95
A016740,두올,2019,364,105.75,466,16.81,5.93,2.81
A016800,퍼시스,2019,482,8.54,305,26.81,8.24,11.14
A016880,웅진,2019,2911,960.89,820,45.73,9.17,-27.82
A017040,광명전기,2019,157,48.69,132,11.24,6.06,5.4
A017180,명문제약,2019,264,229.75,149,45.82,-9.57,-13.95
A017370,우신시스템,2019,313,173.27,300,9.24,0.44,1.77
A017390,서울가스,2019,1583,63.61,1361,13.66,0.77,2.16
A017550,수산중공업,2019,183,82.51,158,20.09,4.59,0.09
A017670,SK텔레콤,2019,44612,95.46,17744,100,6.26,4.86
A017800,현대엘리베이,2019,2548,168.7,1873,20.14,7.27,2.33
A017810,풀무원,2019,1485,220.57,2381,24.78,1.28,-0.32
A017900,광전자,2019,260,17.02,166,11.59,-0.87,2.02
A017940,E1,2019,3595,198.76,4608,8.45,2.31,-1.14
A017960,한국카본,2019,398,27.14,273,17.86,9.25,6.47
A018250,애경산업,2019,452,33.4,701,48.46,8.64,5.94
A018260,삼성에스디에스,2019,9021,34.14,10720,16.73,9.24,7
A018470,조일알미늄,2019,289,155,312,-0.46,-3.9,-24.61
A018500,동원금속,2019,511,701.79,457,16.67,4.41,3.58
A018670,SK가스,2019,4082,145.81,4931,8.3,3.84,3.13
A018880,한온시스템,2019,7082,202.99,7154,14.46,6.76,4.51
A019170,신풍제약,2019,380,81.76,190,40.16,2.95,2.84
A019180,티에이치엔,2019,265,320.9,402,14.86,5.35,4.26
A019440,세아특수강,2019,573,75.07,717,6.59,2.71,1.53
A019490,하이트론,2019,56,225.08,35,-10.09,-44.05,-51.38
A019680,대교,2019,920,50.01,762,18.39,3.86,2.25
A020000,한섬,2019,1324,26.6,1260,59.64,8.46,6.77
A020120,키다리스튜디오,2019,42,100.17,27,32.17,2.63,8.5
A020150,일진머티리얼즈,2019,1037,25.81,550,14.07,8.51,8.51
A020560,아시아나항공,2019,13503,1386.69,6966,3.98,-6.37,-11.74
A020760,일진디스플,2019,126,150.88,96,-14.95,-32.18,-31.78
A021050,서원,2019,222,106.18,258,6.78,3.09,1.22
A021240,코웨이,2019,2855,165.04,3019,66.53,15.18,11
A021820,세원정공,2019,619,21.03,191,-6.65,-13.71,-9.63
A023000,삼원강재,2019,249,18.82,269,7.77,4.01,3.87
A023150,MH에탄올,2019,451,468.69,81,32.96,9.68,-9.34
A023350,한국종합기술,2019,276,188.79,219,7.51,-0.96,-1.62
A023450,동남합성,2019,95,27.66,126,13.77,7.8,14.15
A023530,롯데쇼핑,2019,33973,188.12,17622,42.21,2.43,-4.63
A023590,다우기술,2019,24171,807.26,3246,27.85,15.64,12.2
A023800,인지컨트롤스,2019,508,170.91,494,11.51,1.13,-1.58
A023810,인팩,2019,294,167.76,361,12.31,-0.12,-1.35
A023960,에쓰씨엔지니어링,2019,374,140.73,240,14.77,1.2,-1.82
A024070,WISCOM,2019,134,13.75,115,6.04,0.72,0.93
A024090,디씨엠,2019,207,18.46,145,17.1,12.06,16.14
A024110,기업은행,2019,318111,1296.65,9489,33.96,13.15,9.53
A024720,한국콜마홀딩스,2019,1095,81.37,593,23.26,15.67,12.17
A024890,대원화성,2019,130,64.3,133,19.88,5.03,3.22
A024900,덕양산업,2019,506,726.61,1359,1.03,-0.63,-1.45
A025000,KPX케미칼,2019,538,12.99,766,13.1,6.32,5.51
A025540,한국단자,2019,886,24.7,772,12.06,4.34,4.13
A025560,미래산업,2019,74,13.09,28,14.19,-20.49,-26.41
A025620,제이준코스메틱,2019,124,132.65,53,14.87,-98.85,-169.63
A025750,한솔홈데코,2019,296,91.84,264,11.54,-0.63,-1.73
A025820,이구산업,2019,263,160.15,210,2.53,0.31,-1.6
A025860,남해화학,2019,581,33.92,1187,9.06,1.29,1.35
A025890,한국주강,2019,49,50.59,36,-6,-13.52,-37.4
A026890,디피씨,2019,221,41.14,165,32.82,8.48,6.71
A026940,부국철강,2019,122,8.63,132,3.55,0.24,1.39
A026960,동서,2019,1478,9.34,502,16.69,7.66,27.98
A027410,BGF,2019,1657,8.45,240,54.28,12.23,7.29
A027740,마니커,2019,183,107.73,242,2.73,-6.22,-7.25
A027970,세하,2019,188,395.48,178,17.34,7.94,6.32
A028050,삼성엔지니어링,2019,4545,248.86,6368,11.97,6.05,4.64
A028100,동아지질,2019,322,66.22,381,8.81,6.02,5
A028260,삼성물산,2019,45906,71.98,30762,12.36,2.82,3.41
A028670,팬오션,2019,4454,53.62,2468,11.66,8.51,5.99
A029460,케이씨,2019,680,34.14,512,19.93,13.21,11.49
A029530,신도리코,2019,948,8.83,427,19.96,1.47,3.39
A029780,삼성카드,2019,22038,219.56,2456,74.56,13.65,10.45
A030000,제일기획,2019,2253,135.44,3422,34.05,6.01,4.08
A030200,KT,2019,34061,124.28,24342,100,4.73,2.75
A030210,KTB투자증권,2019,2860,392.65,234,61.29,9.85,13.18
A030610,교보증권,2019,7924,724.62,306,21.1,7.6,5.75
A030720,동원수산,2019,99,93.99,164,16.86,9.24,3.54
A030790,비케이탑스,2019,97,144.47,56,-0.03,-25.23,-74.78
A031430,신세계인터내셔날,2019,1129,88.37,1425,58.73,5.93,5.19
A031440,신세계푸드,2019,733,132.71,1320,13.08,1.68,0.33
A031820,콤텍시스템,2019,161,70.2,239,12.58,1.28,0.44
A032350,롯데관광개발,2019,566,89.74,88,25.78,-18.26,-15.93
A032560,황금에스티,2019,399,35.68,244,17.44,7.71,12.99
A032640,LG유플러스,2019,17941,144.11,12382,100,5.54,3.54
A032830,삼성생명,2019,312762,738.14,16201,32.06,3.94,3.31
A033180,필룩스,2019,417,53.01,135,33.78,2.15,-8.65
A033240,자화전자,2019,348,25.07,363,11.45,-2.52,-0.08
A033250,체시스,2019,89,231.92,56,4.85,-2.7,-6.65
A033270,유나이티드제약,2019,331,29.85,221,58.1,15.58,13.97
A033530,세종공업,2019,996,161.29,1222,11.09,1.08,0.16
A033660,아주캐피탈,2019,7473,818.09,229,31.57,18.41,13.99
A033780,KT&G,2019,10712,23.04,4963,57.92,27.85,20.93
A033920,무학,2019,625,21.31,166,37.15,-8.06,14.24
A034020,두산중공업,2019,24809,300.02,15660,17.09,6.88,-0.67
A034120,SBS,2019,1248,92.82,818,19.61,1.54,2.56
A034220,LG디스플레이,2019,35575,184.86,23476,7.96,-5.79,-12.23
A034300,신세계건설,2019,778,293.63,1016,9.23,2.39,1.72
A034310,NICE,2019,2565,109.61,1878,100,8.21,4.14
A034590,인천도시가스,2019,365,97.5,573,12.08,2.09,1.87
A034730,SK,2019,132021,153,99265,9.13,3.98,1.62
A034830,한국토지신탁,2019,1447,64.18,256,74.4,46.67,42.34
A035000,지투알,2019,504,252.44,542,30.78,4.04,2.81
A035150,백산,2019,331,132.43,469,19.67,6.83,1.33
A035250,강원랜드,2019,4438,19.38,1520,51.54,32.97,22.02
A035420,NAVER,2019,12300,89.11,6593,100,10.77,6.02
A035510,신세계 I&C,2019,290,45.43,456,14.7,4.06,2.34
A035720,카카오,2019,8737,52.21,3070,100,6.74,-11.14
A036420,제이콘텐트리,2019,1162,176.2,554,43.26,6.39,1.92
A036460,한국가스공사,2019,39312,382.56,24983,7.03,5.34,0.23
A036530,S&T홀딩스,2019,2237,37.56,1512,15.07,8.35,8.23
A036570,엔씨소프트,2019,3346,33.21,1701,100,28.16,21.11
A036580,팜스코,2019,979,226.44,1165,12.7,1.73,-0.68
A037270,YG PLUS,2019,157,40.17,125,26.47,-0.02,-3.41
A037560,LG헬로비전,2019,1791,88.23,1112,91.91,2.63,-8.47
A037710,광주신세계,2019,752,13.8,155,88.01,35.58,30.78
A039130,하나투어,2019,1008,362.44,763,100,0.78,-1.57
A039490,키움증권,2019,23374,934.95,865,28.3,15.5,11.84
A039570,HDC아이콘트롤스,2019,237,40.68,252,10.16,5.13,-2.34
A041650,상신브레이크,2019,452,155.68,392,22.06,4,1.4
A042660,대우조선해양,2019,11276,200.3,8359,5.61,3.5,-0.56
A042670,두산인프라코어,2019,11339,165.69,8186,23.36,10.27,4.83
A042700,한미반도체,2019,257,17.19,120,41.62,11.4,16
A044380,주연테크,2019,62,44.48,71,9.35,-5.44,-6.78
A044450,KSS해운,2019,947,239.44,231,27.52,22.89,10.05
A044820,코스맥스비티아이,2019,893,150.77,468,13.22,-1.57,-2.97
A047040,대우건설,2019,9698,289.74,8652,9.88,4.21,2.33
A047050,포스코인터내셔널,2019,8959,193.94,24423,4.6,2.48,0.83
A047400,유니온머티리얼,2019,175,103.05,109,16.42,3.34,2.08
A047810,한국항공우주,2019,4367,269.11,3110,15.43,8.86,5.41
A049770,동원F&B,2019,1574,130.99,3030,22.5,3.35,2.17
A049800,우진플라임,2019,268,408.8,182,21.26,-4.58,-7.48
A051600,한전KPS,2019,1359,27.84,1247,22.06,15.55,12.3
A051630,진양화학,2019,37,40.55,45,5.09,-6.17,-4.71
A051900,LG생활건강,2019,6494,53.26,7685,62.04,15.31,10.26
A051910,LG화학,2019,34024,95.73,28625,16.93,3.13,1.31
A052690,한전기술,2019,735,49.37,449,27.67,9.82,5.88
A053210,스카이라이프,2019,848,20.25,695,100,9.98,8.06
A053690,한미글로벌,2019,204,64.02,295,29.44,8.28,7.94
A055490,테이팩스,2019,145,43.99,113,18.4,7.35,6.78
A055550,신한지주,2019,552420,1217.47,15707,32.45,16.82,12.14
A057050,현대홈쇼핑,2019,2500,44.34,2207,43.55,5.88,3.89
A058430,포스코강판,2019,503,127.71,917,5.3,1.09,0.28
